run,algorithm,dataset,r2_test,mse_train,mse_test,hypervolume,size,size_mse
0,QLattice,nasa_battery_2_20min,0.9733550352702848,0.0006793459441785,0.0042391461459692,28.858784820524143,26.0,26.0
1,QLattice,nasa_battery_2_20min,0.9765576932538312,0.0006725689337787,0.0037296114032691,28.857243845727766,31.0,31.0
2,QLattice,nasa_battery_2_20min,0.9719826514086962,0.0007197228191598,0.0044574889291801,24.87020634748236,29.0,29.0
3,QLattice,nasa_battery_2_20min,0.9759971691688858,0.0007037038289717,0.0038187893600997,28.853548160319534,32.0,32.0
4,QLattice,nasa_battery_2_20min,0.9743855081121848,0.0007369629525663,0.0040752005367113,29.842352580036806,26.0,26.0
5,QLattice,nasa_battery_2_20min,0.9718658064103548,0.0007646487258501,0.0044760786713479,26.852971304886445,29.0,29.0
6,QLattice,nasa_battery_2_20min,0.9758615649303316,0.0007125199633877,0.0038403636496915,28.851601398339128,32.0,32.0
7,QLattice,nasa_battery_2_20min,0.9742676144328468,0.0007280146284705,0.0040939571213595,28.85065671387348,23.0,23.0
8,QLattice,nasa_battery_2_20min,0.976168216375618,0.000701922503679,0.0037915761843814,28.85425874011716,30.0,30.0
9,QLattice,nasa_battery_2_20min,0.9721402119142508,0.0006873433497659,0.0044324214533304,26.865240416342818,31.0,31.0
10,QLattice,nasa_battery_2_20min,0.9777332649685976,0.0007154281007988,0.0035425809322396,26.863164254707545,30.0,30.0
11,QLattice,nasa_battery_2_20min,0.974065752632038,0.0006781552950769,0.0041260728206519,28.858965372483812,26.0,26.0
12,QLattice,nasa_battery_2_20min,0.9762112391664888,0.0007051432601944,0.0037847313677356,26.862867994446958,30.0,30.0
13,QLattice,nasa_battery_2_20min,0.9743004824260928,0.0006890661334598,0.0040887279071981,26.86727667611949,26.0,26.0
14,QLattice,nasa_battery_2_20min,0.9668524112674668,0.0006877858164179,0.0052736970924559,24.877441898230654,27.0,27.0
15,QLattice,nasa_battery_2_20min,0.975383792484024,0.0007048608353242,0.0039163760312038,26.864347594643384,30.0,30.0
16,QLattice,nasa_battery_2_20min,0.9743499078998892,0.0007127872148188,0.0040808644399771,24.872861722606274,28.0,28.0
17,QLattice,nasa_battery_2_20min,0.9722723359095948,0.0006887564425888,0.0044114008615851,26.866823372254785,31.0,31.0
18,QLattice,nasa_battery_2_20min,0.9766508480345828,0.0006721515349454,0.0037147907144895,26.868266901117007,32.0,32.0
19,QLattice,nasa_battery_2_20min,0.9716657808119123,0.0007140578646357,0.0045079022355122,26.862937530347708,25.0,25.0
20,QLattice,nasa_battery_2_20min,0.973696197106374,0.000691681199056,0.004184868165222,24.87779567174889,25.0,25.0
21,QLattice,nasa_battery_2_20min,0.9682784229277408,0.0006902871705556,0.0050468222628181,26.866246250866123,27.0,27.0
22,QLattice,nasa_battery_2_20min,0.967886723038333,0.0006800331859863,0.0051091407193597,24.879288162751408,27.0,27.0
23,QLattice,nasa_battery_2_20min,0.975810126537175,0.0006548746032142,0.0038485473672651,29.8538246516938,31.0,31.0
24,QLattice,nasa_battery_2_20min,0.974363572037718,0.000686747761441,0.0040786905103884,28.856986814880273,26.0,26.0
25,QLattice,nasa_battery_2_20min,0.9710360794447824,0.0006656549130692,0.0046080861220611,30.84607379293407,31.0,31.0
26,QLattice,nasa_battery_2_20min,0.9757462806867904,0.0007329312430402,0.0038587050797387,28.84819145677705,27.0,27.0
27,QLattice,nasa_battery_2_20min,0.9733901836230168,0.000681197189867,0.0042335541324111,28.857159944818264,26.0,26.0
28,QLattice,nasa_battery_2_20min,0.9740977361955524,0.0006779291913562,0.0041209843170122,26.869445528341096,26.0,26.0
29,QLattice,nasa_battery_2_20min,0.9769161050151096,0.0007027064693525,0.0036725890032807,25.86914910113402,30.0,30.0
0,GPGOMEA,nasa_battery_2_20min,0.9708270950824204,0.0005912333314317,0.0046413350027881,0.0,68.0,68.0
1,GPGOMEA,nasa_battery_2_20min,0.9734024634786002,0.0007613938074871,0.0042316004386083,0.0,53.0,53.0
2,GPGOMEA,nasa_battery_2_20min,0.9741822266695004,0.0006957925591469,0.0041075420974168,0.0,60.0,60.0
3,GPGOMEA,nasa_battery_2_20min,0.9683243997918008,0.0006137640259406,0.0050395074606384,0.0,60.0,60.0
4,GPGOMEA,nasa_battery_2_20min,0.9676435645763952,0.0007605469420582,0.0051478266124445,3.978500585926696,46.0,46.0
5,GPGOMEA,nasa_battery_2_20min,0.9724882771920994,0.0006263766292588,0.0043770451525507,0.9955733401274908,49.0,49.0
6,GPGOMEA,nasa_battery_2_20min,0.9696942850032814,0.0006183567389242,0.0048215622063071,0.995630017412478,49.0,49.0
7,GPGOMEA,nasa_battery_2_20min,0.9608403358788032,0.000578210106455,0.0062302030016083,0.0,54.0,54.0
8,GPGOMEA,nasa_battery_2_20min,0.9621862647602772,0.0004563213795339,0.0060160691384741,6.977425950909139,43.0,43.0
9,GPGOMEA,nasa_battery_2_20min,0.9703429228944892,0.0004740941055262,0.0047183655669219,0.0,65.0,65.0
10,GPGOMEA,nasa_battery_2_20min,0.9596178677241168,0.0006477374875872,0.0064246945769989,0.995422381023993,49.0,49.0
11,GPGOMEA,nasa_battery_2_20min,0.970371990668255,0.0007069096368896,0.0047137409580181,0.0,64.0,64.0
12,GPGOMEA,nasa_battery_2_20min,0.9751955299902773,0.00076312184128,0.0039463281153177,12.92989034269023,37.0,37.0
13,GPGOMEA,nasa_battery_2_20min,0.9744452423515516,0.0006978481231633,0.0040656969710972,2.985204733990944,47.0,47.0
14,GPGOMEA,nasa_battery_2_20min,0.9771098276914872,0.000656783715135,0.0036417682179923,12.939659856783132,37.0,37.0
15,GPGOMEA,nasa_battery_2_20min,0.9674116141101682,0.0005280214940369,0.0051847293419072,8.966415822282235,41.0,41.0
16,GPGOMEA,nasa_battery_2_20min,0.970609467929518,0.0005791646801654,0.0046759589295166,0.0,55.0,55.0
17,GPGOMEA,nasa_battery_2_20min,0.9722606794121588,0.0005097200345404,0.0044132553806914,0.0,53.0,53.0
18,GPGOMEA,nasa_battery_2_20min,0.9645190333646764,0.0005951312686834,0.0056449315843775,11.949529846749092,38.0,38.0
19,GPGOMEA,nasa_battery_2_20min,0.97755741194267,0.0008273703828833,0.0035705587015735,9.941528992262272,40.0,40.0
20,GPGOMEA,nasa_battery_2_20min,0.963247436305155,0.000439984525285,0.0058472394436213,0.0,55.0,55.0
21,GPGOMEA,nasa_battery_2_20min,0.9658872888693506,0.0005906765866227,0.0054272456122556,0.9958256355338037,49.0,49.0
22,GPGOMEA,nasa_battery_2_20min,0.966860112435553,0.0006674974973122,0.0052724718561929,1.9905654705225864,48.0,48.0
23,GPGOMEA,nasa_battery_2_20min,0.9708684665099958,0.0007031756470553,0.0046347529138442,2.985091783722061,47.0,47.0
24,GPGOMEA,nasa_battery_2_20min,0.9729692031811564,0.0009432024554118,0.0043005310504046,6.953340124995163,43.0,43.0
25,GPGOMEA,nasa_battery_2_20min,0.969668168394146,0.0006753436816537,0.0048257172924213,3.980909142288613,46.0,46.0
26,GPGOMEA,nasa_battery_2_20min,0.968854429247506,0.0006716844328208,0.00495518112179,9.95253145812168,40.0,40.0
27,GPGOMEA,nasa_battery_2_20min,0.971900024782899,0.0007304970526123,0.0044706346152733,4.974187558740722,45.0,45.0
28,GPGOMEA,nasa_battery_2_20min,0.9691177514819612,0.0007020689290429,0.0049132872237623,5.9702304950974225,44.0,44.0
29,GPGOMEA,nasa_battery_2_20min,0.9728573357941104,0.0005033496956438,0.0043183288672704,3.985771130048815,46.0,46.0
0,PySR,nasa_battery_2_20min,0.9768663821885056,0.001014686230615,0.0036804997785774,45.10284809579927,49.0,49.0
1,PySR,nasa_battery_2_20min,0.9459751149360812,0.0008531491687309,0.0085952218600511,45.105777868183104,47.0,47.0
2,PySR,nasa_battery_2_20min,0.9835491316372832,0.0015661232124468,0.0026172913315919,44.46359693723668,50.0,50.0
3,PySR,nasa_battery_2_20min,0.9755804631028512,0.0011145454666126,0.0038850862357665,45.16340891232422,42.0,42.0
4,PySR,nasa_battery_2_20min,0.9818873195068232,0.0015385100474238,0.0028816814165339,45.24089333104082,49.0,49.0
5,PySR,nasa_battery_2_20min,0.9773507789464908,0.0007035859471642,0.003603433485919,45.4780226653857,50.0,50.0
6,PySR,nasa_battery_2_20min,0.953094382649963,0.0010146115100652,0.0074625644668977,44.98044278252494,49.0,49.0
7,PySR,nasa_battery_2_20min,0.977143104357412,0.0017908281492602,0.0036364739850467,44.79614018050121,22.0,22.0
8,PySR,nasa_battery_2_20min,0.9696255158052762,0.0011045370713354,0.0048325032108699,45.1274906222166,49.0,49.0
9,PySR,nasa_battery_2_20min,0.958859865941892,0.0014978427670564,0.0065452907333966,44.735967286762396,47.0,47.0
10,PySR,nasa_battery_2_20min,0.9684761463540524,0.000960180806402,0.0050153649683867,45.34410000229696,50.0,50.0
11,PySR,nasa_battery_2_20min,0.97052276297844,0.0007568584190584,0.0046897534667933,45.08393058069084,50.0,50.0
12,PySR,nasa_battery_2_20min,0.9701967506195472,0.0010091075426773,0.0047416212042347,45.17502446398661,50.0,50.0
13,PySR,nasa_battery_2_20min,0.98303781004093,0.0016681645905908,0.0026986412975806,45.10013752223448,46.0,46.0
14,PySR,nasa_battery_2_20min,0.98307870418975,0.0020376976491083,0.0026921351424732,44.933704210108885,47.0,47.0
15,PySR,nasa_battery_2_20min,0.9664102274184126,0.0007576874246034,0.005344047418626,45.33123419054098,49.0,49.0
16,PySR,nasa_battery_2_20min,0.9618876250524836,0.0010051040353681,0.0060635819567183,44.99781177496203,48.0,48.0
17,PySR,nasa_battery_2_20min,0.9518892506201134,0.0013025148688316,0.0076542979089023,44.51377621446017,46.0,46.0
18,PySR,nasa_battery_2_20min,0.9746717424297576,0.0010940622059143,0.0040296613845116,45.35477363701378,48.0,48.0
19,PySR,nasa_battery_2_20min,0.9708911363330052,0.0013145889189549,0.0046311462026395,45.353611070755285,50.0,50.0
20,PySR,nasa_battery_2_20min,0.9653732918428872,0.0007709000140628,0.0055090212323727,45.429708675110774,50.0,50.0
21,PySR,nasa_battery_2_20min,0.9562183128584244,0.0013381860990807,0.006965555113055,45.22348389101414,50.0,50.0
22,PySR,nasa_battery_2_20min,0.9780676928981964,0.0011082473410116,0.0034893742988947,45.07495706958993,38.0,38.0
23,PySR,nasa_battery_2_20min,0.9641015134883074,0.0012293242756746,0.0057113579351994,44.312068371027,48.0,48.0
24,PySR,nasa_battery_2_20min,0.9793486411548,0.001118396097443,0.0032855786879696,45.19302543154249,49.0,49.0
25,PySR,nasa_battery_2_20min,0.972331952707331,0.000912822048031,0.0044019159806358,45.31799213492331,50.0,50.0
26,PySR,nasa_battery_2_20min,0.94251869927751,0.0010969135443999,0.0091451288036906,45.17508340568311,49.0,49.0
27,PySR,nasa_battery_2_20min,0.9677977697650592,0.0014037349267163,0.0051232929589815,45.22118455770983,50.0,50.0
28,PySR,nasa_battery_2_20min,0.9742254298245552,0.0013208903011347,0.0041006685852879,45.15130542026149,47.0,47.0
29,PySR,nasa_battery_2_20min,0.951503117322915,0.0007364720140149,0.0077157307347759,45.14860618823283,47.0,47.0
0,neogp,nasa_battery_2_20min,0.95951223,0.0006009068,0.006441497,40.41966185,50.0,50.0
1,neogp,nasa_battery_2_20min,0.97045666,0.00067328784,0.0047008623,43.28580873999999,42.0,42.0
2,neogp,nasa_battery_2_20min,0.97497475,0.00058653037,0.003981451,43.1518728,47.0,47.0
3,neogp,nasa_battery_2_20min,0.96828824,0.00057370996,0.0050452617,38.773841940000004,48.0,48.0
4,neogp,nasa_battery_2_20min,0.94972014,0.00088972284,0.007999433,40.7513006,49.0,49.0
5,neogp,nasa_battery_2_20min,0.94544035,0.0007572609,0.008680299,41.742949519999996,47.0,47.0
6,neogp,nasa_battery_2_20min,0.97893846,0.0007563626,0.0033508334,42.376374070000004,50.0,50.0
7,neogp,nasa_battery_2_20min,0.9711453,0.0009760589,0.0045907167,42.46068066,50.0,50.0
8,neogp,nasa_battery_2_20min,0.97299546,0.0008836281,0.0042963587,43.311866499999994,48.0,48.0
9,neogp,nasa_battery_2_20min,0.9678727,0.0007414158,0.005111379,40.751356969999996,44.0,44.0
10,neogp,nasa_battery_2_20min,0.9809443,0.0006840098,0.0030315837,42.994233449999996,49.0,49.0
11,neogp,nasa_battery_2_20min,0.97439677,0.0006600143,0.0040734056,41.661757560000005,49.0,49.0
12,neogp,nasa_battery_2_20min,0.97941166,0.0008406551,0.00327555,37.79143786,48.0,48.0
13,neogp,nasa_battery_2_20min,0.9610095,0.00084472355,0.0062032896,41.265904920000004,49.0,49.0
14,neogp,nasa_battery_2_20min,0.6958777,0.00061229186,0.04838509,38.12573776,49.0,49.0
15,neogp,nasa_battery_2_20min,0.9720739,0.0007159952,0.004442582,42.76703064,47.0,47.0
16,neogp,nasa_battery_2_20min,0.9657567,0.0005699256,0.0054480173,42.049713600000004,50.0,50.0
17,neogp,nasa_battery_2_20min,0.9763581,0.0010402406,0.0037613611,43.70073054,46.0,46.0
18,neogp,nasa_battery_2_20min,0.9634795,0.0005981185,0.0058103185,40.77786835,45.0,45.0
19,neogp,nasa_battery_2_20min,0.93509436,0.0007184596,0.010326323,41.52829344,49.0,49.0
20,neogp,nasa_battery_2_20min,0.6510825,0.0006072223,0.055506438,37.29948863,47.0,47.0
21,neogp,nasa_battery_2_20min,0.9675467,0.0010527195,0.0051632333,41.49696853,41.0,41.0
22,neogp,nasa_battery_2_20min,0.9500166,0.00085954263,0.007952226,36.21472639000001,49.0,49.0
23,neogp,nasa_battery_2_20min,0.97588336,0.00073534326,0.003836895,42.282052779999994,49.0,49.0
24,neogp,nasa_battery_2_20min,0.96347183,0.0009061438,0.005811437,40.088780390000004,48.0,48.0
25,neogp,nasa_battery_2_20min,0.9442742,0.00077562936,0.008865837,43.04050138000001,49.0,49.0
26,neogp,nasa_battery_2_20min,0.94486296,0.000667822,0.008772163,39.19470592,47.0,47.0
27,neogp,nasa_battery_2_20min,0.8979576,0.0007633221,0.016234687,42.800931899999995,44.0,44.0
28,neogp,nasa_battery_2_20min,0.9777324,0.0007448868,0.0035427127,42.46227524,49.0,49.0
29,neogp,nasa_battery_2_20min,0.9566054,0.00044437047,0.0069039734,37.0777142,49.0,49.0
0,random,nasa_battery_2_20min,0.9526375653554772,0.008788881059400809,0.007535242937031787,43.622466883383375,8.0,8.0
1,random,nasa_battery_2_20min,0.9336277037997222,0.012799038742461166,0.010559663579616288,42.19145218030976,8.0,8.0
2,random,nasa_battery_2_20min,0.9004689925298015,0.010681260721233711,0.01583513023949249,42.90593009283606,13.0,13.0
3,random,nasa_battery_2_20min,0.9512224665694188,0.008764301662251239,0.007760381556126874,43.55151034308488,22.0,22.0
4,random,nasa_battery_2_20min,0.9397635735846412,0.012266027326698348,0.00958346229675624,42.66131896027174,10.0,10.0
5,random,nasa_battery_2_20min,0.9133359401813032,0.012457203373413484,0.013788031581245017,42.600860726054314,9.0,9.0
6,random,nasa_battery_2_20min,0.9435955545051824,0.009890586487169563,0.008973803874779687,42.98884846887491,12.0,12.0
7,random,nasa_battery_2_20min,0.9532764207696044,0.014516646503456632,0.007433602664879026,41.72629384354161,6.0,6.0
8,random,nasa_battery_2_20min,0.9530916662065748,0.015044483109534029,0.007462996646134428,41.48407204977438,6.0,6.0
9,random,nasa_battery_2_20min,0.9575974542451338,0.01025446017743724,0.00674613722477783,42.776765641318754,12.0,12.0
10,random,nasa_battery_2_20min,0.9273632914237604,0.01380969681258932,0.011556315661902744,42.12115305730444,9.0,9.0
11,random,nasa_battery_2_20min,0.9526510718161476,0.009650607867463598,0.007533094093478124,43.241179897034776,12.0,12.0
12,random,nasa_battery_2_20min,0.9533499988047732,0.014889628212775133,0.0074218965865494495,41.89891301545434,6.0,6.0
13,random,nasa_battery_2_20min,0.9473968052936677,0.010673559165775117,0.00836903453868449,42.66163370941116,20.0,20.0
14,random,nasa_battery_2_20min,0.9485277761155232,0.009834801029117012,0.0081890999563232,43.27732094768939,10.0,10.0
15,random,nasa_battery_2_20min,0.9532247028107806,0.01542598584293109,0.0074418308606394095,41.52576370498123,6.0,6.0
16,random,nasa_battery_2_20min,0.9517598264245486,0.014838123196062055,0.007674888969366861,41.56790579187738,8.0,8.0
17,random,nasa_battery_2_20min,0.9302386459646644,0.013833518780462937,0.011098854064786263,42.288746469527474,7.0,7.0
18,random,nasa_battery_2_20min,0.9292619588130496,0.013407427701501957,0.011254242507465172,42.15194821320996,7.0,7.0
19,random,nasa_battery_2_20min,0.8999213920691327,0.01124928337315843,0.01592225208055788,42.49350310089586,13.0,13.0
20,random,nasa_battery_2_20min,0.9451357089859184,0.01355049677308006,0.008728769212604728,41.921852133922116,8.0,8.0
21,random,nasa_battery_2_20min,0.8984989175404836,0.013037845869405828,0.016148564161546943,41.99039005911062,9.0,9.0
22,random,nasa_battery_2_20min,0.93865213517335,0.014028239842504906,0.009760289322256208,41.93377094268039,14.0,14.0
23,random,nasa_battery_2_20min,0.8845863715048856,0.011526348060792543,0.01836201486436028,42.57385940796925,9.0,9.0
24,random,nasa_battery_2_20min,0.9531943193686646,0.01527532383342048,0.007446664789032789,41.1685003089151,14.0,14.0
25,random,nasa_battery_2_20min,0.9744969207503134,0.007553107708441638,0.004057475069242168,43.33447831952291,17.0,17.0
26,random,nasa_battery_2_20min,0.9525281852198092,0.01412408843222498,0.007552645038526968,41.857156809814605,10.0,10.0
27,random,nasa_battery_2_20min,0.9528231557289076,0.016537683628979515,0.0075057159804665565,40.95677814165963,6.0,6.0
28,random,nasa_battery_2_20min,0.9296457963845332,0.011251410127260908,0.011193174925716127,42.728948895562155,14.0,14.0
29,random,nasa_battery_2_20min,0.9532825711551204,0.014088023789945352,0.007432624154180268,42.041942286382515,6.0,6.0
0,GPZGD,nasa_battery_2_20min,0.9017645883749176,0.0005036297933117,0.0156290042344753,9.964408030368386,40.0,40.0
1,GPZGD,nasa_battery_2_20min,0.9556077457261756,0.0003890252066805,0.0070626947914814,0.0,58.0,58.0
2,GPZGD,nasa_battery_2_20min,0.9680595941790354,0.0003968471424339,0.0050816373603839,8.974759010553921,41.0,41.0
3,GPZGD,nasa_battery_2_20min,0.9326824686668378,0.0005328338664991,0.0107100480860792,0.9962344152298008,49.0,49.0
4,GPZGD,nasa_battery_2_20min,0.9635796539721064,0.0004734404033623,0.0057943844574441,7.973233233327131,42.0,42.0
5,GPZGD,nasa_battery_2_20min,0.9727527289067942,0.0004446317622227,0.0043349715570884,3.987430989676589,46.0,46.0
6,GPZGD,nasa_battery_2_20min,0.9794485035611094,0.0003461595655164,0.0032696908330174,4.987768296368512,45.0,45.0
7,GPZGD,nasa_battery_2_20min,0.9662794790727288,0.0004008489177892,0.005364849148008,0.0,50.0,50.0
8,GPZGD,nasa_battery_2_20min,0.968190044013024,0.0003564618934067,0.0050608831234538,0.0,50.0,50.0
9,GPZGD,nasa_battery_2_20min,0.9725310408026736,0.0004705464582637,0.0043702415708311,8.970071453421388,41.0,41.0
10,GPZGD,nasa_battery_2_20min,0.968567569394674,0.0004598441693958,0.0050008197950591,16.944754079523094,33.0,33.0
11,GPZGD,nasa_battery_2_20min,0.9684854162302514,0.0004085904956597,0.0050138901546514,7.976899634284681,42.0,42.0
12,GPZGD,nasa_battery_2_20min,0.971245900259758,0.0004439293315608,0.0045747041638498,10.965489827156661,39.0,39.0
13,GPZGD,nasa_battery_2_20min,0.9732573876702466,0.0005079600263279,0.0042546816308746,0.0,51.0,51.0
14,GPZGD,nasa_battery_2_20min,0.9663459050067592,0.0004728695419953,0.0053542809507859,4.983290942472108,45.0,45.0
15,GPZGD,nasa_battery_2_20min,0.9412151960469278,0.0004277328397285,0.0093525128536315,0.0,51.0,51.0
16,GPZGD,nasa_battery_2_20min,0.9771193557046104,0.0004069784258477,0.0036402523353285,8.974114622349047,41.0,41.0
17,GPZGD,nasa_battery_2_20min,0.9324758540226232,0.0005520064059922,0.0107429199506738,4.980494605859854,45.0,45.0
18,GPZGD,nasa_battery_2_20min,0.9358755584402944,0.0003967445488619,0.0102020356212781,8.974765535895774,41.0,41.0
19,GPZGD,nasa_battery_2_20min,0.9630036157870284,0.0003947725735566,0.0058860306681626,9.972101067816048,40.0,40.0
20,GPZGD,nasa_battery_2_20min,0.970851143096914,0.0004738359521561,0.0046375090248222,0.0,51.0,51.0
21,GPZGD,nasa_battery_2_20min,0.9706816015912098,0.0004358389988386,0.0046644826473351,9.969198866673606,40.0,40.0
22,GPZGD,nasa_battery_2_20min,0.9674205007463356,0.0004540562683064,0.0051833155006865,4.983955717942798,45.0,45.0
23,GPZGD,nasa_battery_2_20min,0.945878706739616,0.0004049730016754,0.0086105601589992,2.991414058321009,47.0,47.0
24,GPZGD,nasa_battery_2_20min,0.95185824254,0.0004036800161056,0.007659231215613,2.9914414712563118,47.0,47.0
25,GPZGD,nasa_battery_2_20min,0.9677169970660224,0.0004795589019083,0.0051361436900406,0.0,50.0,50.0
26,GPZGD,nasa_battery_2_20min,0.9520396150336564,0.0003517862105944,0.0076303753129962,10.972652847945783,39.0,39.0
27,GPZGD,nasa_battery_2_20min,0.8926743200094995,0.000443437242227,0.0170752428201888,6.978063324394369,43.0,43.0
28,GPZGD,nasa_battery_2_20min,0.9667063119331908,0.000422133846951,0.0052969411250942,5.98210045323686,44.0,44.0
29,GPZGD,nasa_battery_2_20min,0.960797794361006,0.0004621235717725,0.0062369712489317,2.9902023936921456,47.0,47.0
0,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
1,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
2,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
3,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
4,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
5,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
6,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
7,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
8,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
9,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
10,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
11,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
12,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
13,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
14,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
15,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
16,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
17,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
18,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
19,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
20,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
21,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
22,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
23,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
24,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
25,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
26,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
27,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
28,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
29,slim_gsgp,nasa_battery_2_20min,0.9707416526603266,0.0031833542180214,0.0046549286749132,0.0,84.0,84.0
0,RF,nasa_battery_2_20min,0.9577064422404328,4.713011701236486e-05,0.0062865921327837,49.882799057515605,10000.0,100000.0
1,RF,nasa_battery_2_20min,0.9562782683532765,4.772005348550842e-05,0.006258898799482,49.882601595379825,10000.0,100000.0
2,RF,nasa_battery_2_20min,0.9581987099128778,4.8001954638539046e-05,0.0064793310107976,49.88250072034314,10000.0,100000.0
3,RF,nasa_battery_2_20min,0.958256787617606,4.731057931906565e-05,0.0064946242976712,49.88273247411693,10000.0,100000.0
4,RF,nasa_battery_2_20min,0.9586274082932806,4.5903988629393015e-05,0.0064822263174116,49.883245549391326,10000.0,100000.0
5,RF,nasa_battery_2_20min,0.9577540569508252,4.759063860445382e-05,0.0064294765830574,49.882641390763126,10000.0,100000.0
6,RF,nasa_battery_2_20min,0.9572061521087284,4.7068438703203536e-05,0.006296436818614,49.88282155946716,10000.0,100000.0
7,RF,nasa_battery_2_20min,0.9573115628791148,4.6818357124759694e-05,0.0062858718750898,49.88293012567058,10000.0,100000.0
8,RF,nasa_battery_2_20min,0.9565747760677604,4.749441155563908e-05,0.0064889691576971,49.88268250094817,10000.0,100000.0
9,RF,nasa_battery_2_20min,0.957551566289872,4.784274545955766e-05,0.006330345105753,49.88254674885237,10000.0,100000.0
10,RF,nasa_battery_2_20min,0.9578721807227883,4.737641894703284e-05,0.0065448753056308,49.88270838868367,10000.0,100000.0
11,RF,nasa_battery_2_20min,0.9572311180092764,4.7544436547516165e-05,0.0062307524138982,49.8826681519194,10000.0,100000.0
12,RF,nasa_battery_2_20min,0.9573972411184974,4.939523708303187e-05,0.0063505057325341,49.88202946683552,10000.0,100000.0
13,RF,nasa_battery_2_20min,0.9581499865073028,4.7005822790500616e-05,0.0064743500179738,49.88286145889256,10000.0,100000.0
14,RF,nasa_battery_2_20min,0.9574182786256564,4.867322042252662e-05,0.0064589806451244,49.882265274619314,10000.0,100000.0
15,RF,nasa_battery_2_20min,0.9567585130731152,4.652580134173493e-05,0.0064177698646092,49.88301680430034,10000.0,100000.0
16,RF,nasa_battery_2_20min,0.95691749070594,4.628858037514531e-05,0.0062387364725063,49.88309490064645,10000.0,100000.0
17,RF,nasa_battery_2_20min,0.956541126834873,4.579491153858831e-05,0.0065421056067298,49.88329307618557,10000.0,100000.0
18,RF,nasa_battery_2_20min,0.9571070622502076,4.807457913608757e-05,0.0063572515656329,49.882464231531,10000.0,100000.0
19,RF,nasa_battery_2_20min,0.9573993507006152,4.600188697539704e-05,0.0063137963605994,49.883180528741,10000.0,100000.0
20,RF,nasa_battery_2_20min,0.9569041258744804,4.732906215467408e-05,0.0061748027876843,49.882743246986806,10000.0,100000.0
