run,algorithm,dataset,r2_test,r2_train
4,gaussian_wfn_reopt,flow_stress_phip0.1,0.96365744,0.96621734
4,CGP_wfn_reopt,flow_stress_phip0.1,0.980613,0.98570156
5,adam_wfn_reopt,flow_stress_phip0.1,0.978833,0.9804633
5,gaussian_wfn_reopt,flow_stress_phip0.1,0.7189928,0.71761894
5,CGP_wfn_reopt,flow_stress_phip0.1,0.94989663,0.95593524
6,adam_wfn_reopt,flow_stress_phip0.1,0.9633913,0.96547806
6,gaussian_wfn_reopt,flow_stress_phip0.1,0.4168169,0.3548668
6,CGP_wfn_reopt,flow_stress_phip0.1,0.9954637,0.9961455
7,adam_wfn_reopt,flow_stress_phip0.1,0.99524933,0.99644697
7,gaussian_wfn_reopt,flow_stress_phip0.1,0.80183715,0.8870009
7,CGP_wfn_reopt,flow_stress_phip0.1,0.9479195,0.9551794
8,adam_wfn_reopt,flow_stress_phip0.1,0.9879515,0.9885066
8,gaussian_wfn_reopt,flow_stress_phip0.1,0.92814994,0.9343423
8,CGP_wfn_reopt,flow_stress_phip0.1,0.80748314,0.9501326
9,adam_wfn_reopt,flow_stress_phip0.1,0.9909965,0.99369204
9,gaussian_wfn_reopt,flow_stress_phip0.1,0.6822176,0.6245408
9,CGP_wfn_reopt,flow_stress_phip0.1,0.9252589,0.928788
10,adam_wfn_reopt,flow_stress_phip0.1,-153.97646,0.99256086
10,gaussian_wfn_reopt,flow_stress_phip0.1,0.92865235,0.9343608
10,CGP_wfn_reopt,flow_stress_phip0.1,0.9721208,0.9744624
11,adam_wfn_reopt,flow_stress_phip0.1,0.9718822,0.980149
11,gaussian_wfn_reopt,flow_stress_phip0.1,0.9737342,0.97502005
11,CGP_wfn_reopt,flow_stress_phip0.1,0.96046406,0.95742995
12,adam_wfn_reopt,flow_stress_phip0.1,0.9207772,0.9424463
12,gaussian_wfn_reopt,flow_stress_phip0.1,0.91036814,0.9129437
12,CGP_wfn_reopt,flow_stress_phip0.1,0.9922333,0.9920029
13,adam_wfn_reopt,flow_stress_phip0.1,0.9702739,0.97453886
13,gaussian_wfn_reopt,flow_stress_phip0.1,0.9300825,0.95289737
13,CGP_wfn_reopt,flow_stress_phip0.1,0.98886776,0.98807037
14,adam_wfn_reopt,flow_stress_phip0.1,0.94786775,0.9551611
14,gaussian_wfn_reopt,flow_stress_phip0.1,0.9434935,0.9525072
14,CGP_wfn_reopt,flow_stress_phip0.1,0.87873936,0.8745595
15,adam_wfn_reopt,flow_stress_phip0.1,0.9543583,0.9608679
15,gaussian_wfn_reopt,flow_stress_phip0.1,0.9136803,0.9152846
15,CGP_wfn_reopt,flow_stress_phip0.1,0.975748,0.97907096
16,adam_wfn_reopt,flow_stress_phip0.1,0.8051929,0.9751291
16,gaussian_wfn_reopt,flow_stress_phip0.1,0.9026036,0.9257624
16,CGP_wfn_reopt,flow_stress_phip0.1,0.99154246,0.99303913
17,adam_wfn_reopt,flow_stress_phip0.1,0.8155974,0.98271483
17,gaussian_wfn_reopt,flow_stress_phip0.1,0.94810474,0.9549248
17,CGP_wfn_reopt,flow_stress_phip0.1,0.98508966,0.9850387
18,adam_wfn_reopt,flow_stress_phip0.1,-64.40263,0.90357447
18,gaussian_wfn_reopt,flow_stress_phip0.1,-0.0070540905,-1.1444092e-05
18,CGP_wfn_reopt,flow_stress_phip0.1,0.85070336,0.850347
19,adam_wfn_reopt,flow_stress_phip0.1,0.9175543,0.9473577
19,gaussian_wfn_reopt,flow_stress_phip0.1,0.9587331,0.9559966
19,CGP_wfn_reopt,flow_stress_phip0.1,0.98310035,0.9884056
20,adam_wfn_reopt,flow_stress_phip0.1,-1.4984932,0.9713621
20,gaussian_wfn_reopt,flow_stress_phip0.1,0.94466406,0.958862
20,CGP_wfn_reopt,flow_stress_phip0.1,0.3877917,0.4108104
21,adam_wfn_reopt,flow_stress_phip0.1,0.95750487,0.96605885
21,gaussian_wfn_reopt,flow_stress_phip0.1,0.96138245,0.96983075
21,CGP_wfn_reopt,flow_stress_phip0.1,0.9952842,0.99685675
22,adam_wfn_reopt,flow_stress_phip0.1,0.034724772,0.12656778
22,gaussian_wfn_reopt,flow_stress_phip0.1,0.6543691,0.6940093
22,CGP_wfn_reopt,flow_stress_phip0.1,0.9351054,0.9611395
23,adam_wfn_reopt,flow_stress_phip0.1,0.99339724,0.9947309
23,gaussian_wfn_reopt,flow_stress_phip0.1,0.97691125,0.98387355
23,CGP_wfn_reopt,flow_stress_phip0.1,0.97834015,0.9829542
24,adam_wfn_reopt,flow_stress_phip0.1,0.13521552,0.9294819
24,gaussian_wfn_reopt,flow_stress_phip0.1,0.6127078,0.7351732
24,CGP_wfn_reopt,flow_stress_phip0.1,0.96710587,0.975796
25,adam_wfn_reopt,flow_stress_phip0.1,0.8402982,0.9796252
25,gaussian_wfn_reopt,flow_stress_phip0.1,0.95040107,0.95809066
25,CGP_wfn_reopt,flow_stress_phip0.1,0.9311937,0.9875968
26,adam_wfn_reopt,flow_stress_phip0.1,0.8707509,0.86680233
26,gaussian_wfn_reopt,flow_stress_phip0.1,0.934934,0.9456947
26,CGP_wfn_reopt,flow_stress_phip0.1,0.99075276,0.99299765
27,adam_wfn_reopt,flow_stress_phip0.1,0.96423197,0.97466946
27,gaussian_wfn_reopt,flow_stress_phip0.1,0.910471,0.9125994
27,CGP_wfn_reopt,flow_stress_phip0.1,0.9657036,0.9741452
28,adam_wfn_reopt,flow_stress_phip0.1,-118.85251,0.97412795
28,gaussian_wfn_reopt,flow_stress_phip0.1,0.82921875,0.86173475
28,CGP_wfn_reopt,flow_stress_phip0.1,0.99208987,0.9924939
29,adam_wfn_reopt,flow_stress_phip0.1,0.9831601,0.98372585
29,gaussian_wfn_reopt,flow_stress_phip0.1,0.022854507,0.02200365
29,CGP_wfn_reopt,flow_stress_phip0.1,0.93488693,0.9493686
0,adam_win_bin_reopt,chemical_1_tower,0.83934414,0.8394576
0,gaussian_win_bin_reopt,chemical_1_tower,0.4870414,0.4725297
0,CGP_win_bin_reopt,chemical_1_tower,0.6223147,0.60854757
1,adam_win_bin_reopt,chemical_1_tower,0.6757963,0.66721034
1,gaussian_win_bin_reopt,chemical_1_tower,0.8017585,0.79254436
1,CGP_win_bin_reopt,chemical_1_tower,0.6215681,0.61587334
2,adam_win_bin_reopt,chemical_1_tower,0.81325245,0.80797565
2,gaussian_win_bin_reopt,chemical_1_tower,0.4982707,0.47041374
2,CGP_win_bin_reopt,chemical_1_tower,0.65374804,0.6496367
3,adam_win_bin_reopt,chemical_1_tower,0.81160706,0.8140521
3,gaussian_win_bin_reopt,chemical_1_tower,0.5978677,0.6234298
3,CGP_win_bin_reopt,chemical_1_tower,0.61725605,0.5889118
4,adam_win_bin_reopt,chemical_1_tower,0.77454567,0.7503582
4,gaussian_win_bin_reopt,chemical_1_tower,0.5661007,0.56578547
4,CGP_win_bin_reopt,chemical_1_tower,0.6562128,0.61997926
5,adam_win_bin_reopt,chemical_1_tower,0.7766505,0.78119385
5,gaussian_win_bin_reopt,chemical_1_tower,0.6465225,0.61346936
5,CGP_win_bin_reopt,chemical_1_tower,0.6085326,0.5864674
6,adam_win_bin_reopt,chemical_1_tower,0.6579771,0.6214687
6,gaussian_win_bin_reopt,chemical_1_tower,0.5221919,0.5177265
6,CGP_win_bin_reopt,chemical_1_tower,0.6290872,0.59100676
7,adam_win_bin_reopt,chemical_1_tower,0.57366633,0.5652646
7,gaussian_win_bin_reopt,chemical_1_tower,0.5242369,0.5392581
7,CGP_win_bin_reopt,chemical_1_tower,0.67425454,0.65722084
8,adam_win_bin_reopt,chemical_1_tower,0.822842,0.83577895
8,gaussian_win_bin_reopt,chemical_1_tower,0.532742,0.5148468
8,CGP_win_bin_reopt,chemical_1_tower,0.6890453,0.67176604
9,adam_win_bin_reopt,chemical_1_tower,0.64804757,0.64354116
9,gaussian_win_bin_reopt,chemical_1_tower,0.64933324,0.6180727
9,CGP_win_bin_reopt,chemical_1_tower,0.7480235,0.72077775
10,adam_win_bin_reopt,chemical_1_tower,0.754751,0.77683055
10,gaussian_win_bin_reopt,chemical_1_tower,0.58019954,0.5859679
10,CGP_win_bin_reopt,chemical_1_tower,0.62818736,0.5978744
11,adam_win_bin_reopt,chemical_1_tower,0.74701023,0.73365664
11,gaussian_win_bin_reopt,chemical_1_tower,0.7335315,0.6938764
11,CGP_win_bin_reopt,chemical_1_tower,0.6729517,0.6418488
12,adam_win_bin_reopt,chemical_1_tower,0.5583402,0.56346214
12,gaussian_win_bin_reopt,chemical_1_tower,0.6663544,0.6506039
12,CGP_win_bin_reopt,chemical_1_tower,0.60223585,0.58089995
13,adam_win_bin_reopt,chemical_1_tower,0.850264,0.84985495
13,gaussian_win_bin_reopt,chemical_1_tower,0.44221663,0.4260949
13,CGP_win_bin_reopt,chemical_1_tower,0.60816884,0.5909467
14,adam_win_bin_reopt,chemical_1_tower,0.82784224,0.8447615
14,gaussian_win_bin_reopt,chemical_1_tower,0.6926853,0.6364496
14,CGP_win_bin_reopt,chemical_1_tower,0.62160444,0.6092252
15,adam_win_bin_reopt,chemical_1_tower,0.8106581,0.8115085
15,gaussian_win_bin_reopt,chemical_1_tower,0.54998696,0.5450388
15,CGP_win_bin_reopt,chemical_1_tower,0.5727881,0.5493314
16,adam_win_bin_reopt,chemical_1_tower,0.6770649,0.6985271
16,gaussian_win_bin_reopt,chemical_1_tower,0.5071618,0.46214944
16,CGP_win_bin_reopt,chemical_1_tower,0.6370116,0.65547085
17,adam_win_bin_reopt,chemical_1_tower,0.6056462,0.61738145
17,gaussian_win_bin_reopt,chemical_1_tower,0.6071509,0.59650326
17,CGP_win_bin_reopt,chemical_1_tower,0.595834,0.5881258
18,adam_win_bin_reopt,chemical_1_tower,0.7712711,0.7633998
18,gaussian_win_bin_reopt,chemical_1_tower,0.6495033,0.6046839
18,CGP_win_bin_reopt,chemical_1_tower,0.64798903,0.6367295
19,adam_win_bin_reopt,chemical_1_tower,0.6183112,0.607561
19,gaussian_win_bin_reopt,chemical_1_tower,0.5356853,0.50372577
19,CGP_win_bin_reopt,chemical_1_tower,0.5736978,0.545434
20,adam_win_bin_reopt,chemical_1_tower,0.659997,0.61273825
20,gaussian_win_bin_reopt,chemical_1_tower,0.5256376,0.48492104
20,CGP_win_bin_reopt,chemical_1_tower,0.6900704,0.6723635
21,adam_win_bin_reopt,chemical_1_tower,0.7005154,0.7066432
21,gaussian_win_bin_reopt,chemical_1_tower,0.5331222,0.51742893
21,CGP_win_bin_reopt,chemical_1_tower,0.6378081,0.6415782
22,adam_win_bin_reopt,chemical_1_tower,0.74689734,0.7187787
22,gaussian_win_bin_reopt,chemical_1_tower,0.5436702,0.49721688
22,CGP_win_bin_reopt,chemical_1_tower,0.7015481,0.6740973
23,adam_win_bin_reopt,chemical_1_tower,0.5205952,0.5271026
23,gaussian_win_bin_reopt,chemical_1_tower,0.725583,0.70243955
23,CGP_win_bin_reopt,chemical_1_tower,0.6337388,0.6448821
24,adam_win_bin_reopt,chemical_1_tower,0.48297513,0.49847615
24,gaussian_win_bin_reopt,chemical_1_tower,0.53957665,0.49658877
24,CGP_win_bin_reopt,chemical_1_tower,0.67098486,0.6164944
25,adam_win_bin_reopt,chemical_1_tower,0.6715801,0.6637149
25,gaussian_win_bin_reopt,chemical_1_tower,0.5283147,0.49740458
25,CGP_win_bin_reopt,chemical_1_tower,0.632779,0.61523557
26,adam_win_bin_reopt,chemical_1_tower,0.55893534,0.53789485
26,gaussian_win_bin_reopt,chemical_1_tower,0.59458065,0.55280113
26,CGP_win_bin_reopt,chemical_1_tower,0.60967183,0.58323056
27,adam_win_bin_reopt,chemical_1_tower,0.7988817,0.7844675
27,gaussian_win_bin_reopt,chemical_1_tower,0.6070685,0.60084844
27,CGP_win_bin_reopt,chemical_1_tower,0.61265653,0.59562606
28,adam_win_bin_reopt,chemical_1_tower,0.75202507,0.7522905
28,gaussian_win_bin_reopt,chemical_1_tower,0.61253774,0.574559
28,CGP_win_bin_reopt,chemical_1_tower,0.6142937,0.6014222
29,adam_win_bin_reopt,chemical_1_tower,0.779059,0.7511604
29,gaussian_win_bin_reopt,chemical_1_tower,0.4851513,0.45270902
29,CGP_win_bin_reopt,chemical_1_tower,0.67188305,0.65478957
0,adam_win_bin_reopt,chemical_2_competition,0.21611989,0.29216146
0,gaussian_win_bin_reopt,chemical_2_competition,0.28096867,0.3327468
0,CGP_win_bin_reopt,chemical_2_competition,0.0060279965,0.052396953
1,adam_win_bin_reopt,chemical_2_competition,0.3141619,0.6374872
1,gaussian_win_bin_reopt,chemical_2_competition,0.10250634,0.17587811
1,CGP_win_bin_reopt,chemical_2_competition,0.011904538,0.0522362
2,adam_win_bin_reopt,chemical_2_competition,0.4816997,0.6420431
2,gaussian_win_bin_reopt,chemical_2_competition,0.041273355,0.078035355
2,CGP_win_bin_reopt,chemical_2_competition,0.14827985,0.31995678
3,adam_win_bin_reopt,chemical_2_competition,0.26489645,0.21780044
3,gaussian_win_bin_reopt,chemical_2_competition,-0.04291427,0.31369972
3,CGP_win_bin_reopt,chemical_2_competition,0.04333353,0.11873585
4,adam_win_bin_reopt,chemical_2_competition,0.018361688,0.42331737
4,gaussian_win_bin_reopt,chemical_2_competition,0.0076144338,0.06734562
4,CGP_win_bin_reopt,chemical_2_competition,0.030957162,0.34404236
5,adam_win_bin_reopt,chemical_2_competition,0.4153297,0.5173874
5,gaussian_win_bin_reopt,chemical_2_competition,-0.004647374,0.05856967
5,CGP_win_bin_reopt,chemical_2_competition,0.006381452,0.052596748
6,adam_win_bin_reopt,chemical_2_competition,0.022378683,0.4233994
6,gaussian_win_bin_reopt,chemical_2_competition,0.00519228,0.07203555
6,CGP_win_bin_reopt,chemical_2_competition,0.020760775,0.055801272
7,adam_win_bin_reopt,chemical_2_competition,0.49938983,0.34739202
7,gaussian_win_bin_reopt,chemical_2_competition,0.035984278,0.07870418
7,CGP_win_bin_reopt,chemical_2_competition,0.1132164,0.10440904
8,adam_win_bin_reopt,chemical_2_competition,-0.05347371,0.3393395
8,gaussian_win_bin_reopt,chemical_2_competition,0.02338785,0.12291229
8,CGP_win_bin_reopt,chemical_2_competition,0.013632238,0.051819086
9,adam_win_bin_reopt,chemical_2_competition,-0.7956883,0.5868741
9,gaussian_win_bin_reopt,chemical_2_competition,0.22191042,0.16631961
9,CGP_win_bin_reopt,chemical_2_competition,-0.09827316,0.036165476
10,adam_win_bin_reopt,chemical_2_competition,-0.037133574,0.44279683
10,gaussian_win_bin_reopt,chemical_2_competition,0.0062580705,0.12340927
10,CGP_win_bin_reopt,chemical_2_competition,-0.033562183,0.14135772
11,adam_win_bin_reopt,chemical_2_competition,-0.012611866,0.14849651
11,gaussian_win_bin_reopt,chemical_2_competition,0.038543165,0.078642905
11,CGP_win_bin_reopt,chemical_2_competition,0.06517607,0.093399525
12,adam_win_bin_reopt,chemical_2_competition,-0.05311048,0.57639885
12,gaussian_win_bin_reopt,chemical_2_competition,-0.059485555,0.19970077
12,CGP_win_bin_reopt,chemical_2_competition,0.20166957,0.14767766
13,adam_win_bin_reopt,chemical_2_competition,0.45353556,0.5181624
13,gaussian_win_bin_reopt,chemical_2_competition,0.0038616657,0.04899025
13,CGP_win_bin_reopt,chemical_2_competition,0.008405149,0.05262655
14,adam_win_bin_reopt,chemical_2_competition,0.19772172,0.16525179
14,gaussian_win_bin_reopt,chemical_2_competition,0.016100764,0.08168048
14,CGP_win_bin_reopt,chemical_2_competition,0.10995108,0.11395419
15,adam_win_bin_reopt,chemical_2_competition,0.03362578,0.31270587
15,gaussian_win_bin_reopt,chemical_2_competition,0.38850158,0.23948324
15,CGP_win_bin_reopt,chemical_2_competition,0.0688774,0.14106262
16,adam_win_bin_reopt,chemical_2_competition,0.13114834,0.4742316
16,gaussian_win_bin_reopt,chemical_2_competition,0.00886631,0.39970005
16,CGP_win_bin_reopt,chemical_2_competition,0.027101278,0.055443406
17,adam_win_bin_reopt,chemical_2_competition,0.593941,0.5562968
17,gaussian_win_bin_reopt,chemical_2_competition,0.042583287,0.47305518
17,CGP_win_bin_reopt,chemical_2_competition,0.049396038,0.097361684
18,adam_win_bin_reopt,chemical_2_competition,-0.01181972,0.28139377
18,gaussian_win_bin_reopt,chemical_2_competition,-0.0097875595,0.05739367
18,CGP_win_bin_reopt,chemical_2_competition,-0.11440158,0.45167488
19,adam_win_bin_reopt,chemical_2_competition,-0.051793575,0.52444303
19,gaussian_win_bin_reopt,chemical_2_competition,-0.06858683,0.29163826
19,CGP_win_bin_reopt,chemical_2_competition,0.0061423182,0.052479684
20,adam_win_bin_reopt,chemical_2_competition,0.14276361,0.5904224
20,gaussian_win_bin_reopt,chemical_2_competition,0.04906559,0.0795055
20,CGP_win_bin_reopt,chemical_2_competition,0.07044107,0.136451
21,adam_win_bin_reopt,chemical_2_competition,0.025161505,0.42322713
21,gaussian_win_bin_reopt,chemical_2_competition,0.1329751,0.16380167
21,CGP_win_bin_reopt,chemical_2_competition,-0.09324467,0.036216497
22,adam_win_bin_reopt,chemical_2_competition,0.495457,0.4349422
22,gaussian_win_bin_reopt,chemical_2_competition,-0.12221694,0.10611993
22,CGP_win_bin_reopt,chemical_2_competition,0.19970775,0.20698619
23,adam_win_bin_reopt,chemical_2_competition,-0.07922006,0.59816825
23,gaussian_win_bin_reopt,chemical_2_competition,0.5264056,0.4165697
23,CGP_win_bin_reopt,chemical_2_competition,0.15140653,0.2017901
24,adam_win_bin_reopt,chemical_2_competition,-0.0143015385,0.17485541
24,gaussian_win_bin_reopt,chemical_2_competition,-0.009993911,0.024597645
24,CGP_win_bin_reopt,chemical_2_competition,-0.015863895,0.20274168
25,adam_win_bin_reopt,chemical_2_competition,0.02644056,0.39544058
25,gaussian_win_bin_reopt,chemical_2_competition,0.4608205,0.40317076
25,CGP_win_bin_reopt,chemical_2_competition,0.14879555,0.16342932
26,adam_win_bin_reopt,chemical_2_competition,0.55300474,0.6486244
26,gaussian_win_bin_reopt,chemical_2_competition,0.03727287,0.07872254
26,CGP_win_bin_reopt,chemical_2_competition,0.033661783,0.18986267
27,adam_win_bin_reopt,chemical_2_competition,0.01769203,0.5323942
27,gaussian_win_bin_reopt,chemical_2_competition,0.050239205,0.07939619
27,CGP_win_bin_reopt,chemical_2_competition,0.030265093,0.09063214
28,adam_win_bin_reopt,chemical_2_competition,0.44734722,0.62105644
28,gaussian_win_bin_reopt,chemical_2_competition,-0.021249533,0.13676387
28,CGP_win_bin_reopt,chemical_2_competition,0.012125492,0.09935731
29,adam_win_bin_reopt,chemical_2_competition,0.4947266,0.66384256
29,gaussian_win_bin_reopt,chemical_2_competition,0.01939565,0.123199165
29,CGP_win_bin_reopt,chemical_2_competition,0.2006849,0.1475848
0,adam_win_bin_reopt,friction_dyn_one-hot,0.803289,0.8745896
0,gaussian_win_bin_reopt,friction_dyn_one-hot,0.587455,0.72256756
0,CGP_win_bin_reopt,friction_dyn_one-hot,-0.29289246,0.64931494
1,adam_win_bin_reopt,friction_dyn_one-hot,0.7387253,0.8117508
1,gaussian_win_bin_reopt,friction_dyn_one-hot,0.028823793,0.5228449
1,CGP_win_bin_reopt,friction_dyn_one-hot,0.4430502,0.59905386
2,adam_win_bin_reopt,friction_dyn_one-hot,-0.36922598,0.3926844
2,gaussian_win_bin_reopt,friction_dyn_one-hot,0.24757868,0.56154555
2,CGP_win_bin_reopt,friction_dyn_one-hot,0.055931747,0.5213093
3,adam_win_bin_reopt,friction_dyn_one-hot,0.5201111,0.71508604
3,gaussian_win_bin_reopt,friction_dyn_one-hot,0.46776843,0.72441703
3,CGP_win_bin_reopt,friction_dyn_one-hot,0.6289534,0.7651255
4,adam_win_bin_reopt,friction_dyn_one-hot,0.6879739,0.8137194
4,gaussian_win_bin_reopt,friction_dyn_one-hot,-0.00864768,0.49550658
4,CGP_win_bin_reopt,friction_dyn_one-hot,-0.023174763,0.37675697
5,adam_win_bin_reopt,friction_dyn_one-hot,-0.01115942,0.49621642
5,gaussian_win_bin_reopt,friction_dyn_one-hot,-0.017192125,0.49793172
5,CGP_win_bin_reopt,friction_dyn_one-hot,0.12788641,0.58966404
6,adam_win_bin_reopt,friction_dyn_one-hot,0.7737867,0.85621315
6,gaussian_win_bin_reopt,friction_dyn_one-hot,0.17280358,0.5502411
6,CGP_win_bin_reopt,friction_dyn_one-hot,-0.021631598,0.49557197
7,adam_win_bin_reopt,friction_dyn_one-hot,-0.016334295,0.50239474
7,gaussian_win_bin_reopt,friction_dyn_one-hot,0.15292543,0.5290808
7,CGP_win_bin_reopt,friction_dyn_one-hot,0.59451985,0.75166994
8,adam_win_bin_reopt,friction_dyn_one-hot,0.6490431,0.7877325
8,gaussian_win_bin_reopt,friction_dyn_one-hot,-0.03049481,0.42262524
8,CGP_win_bin_reopt,friction_dyn_one-hot,0.42597705,0.6391264
9,adam_win_bin_reopt,friction_dyn_one-hot,0.8339392,0.88589853
9,gaussian_win_bin_reopt,friction_dyn_one-hot,-0.066646814,0.4770013
9,CGP_win_bin_reopt,friction_dyn_one-hot,0.020482898,0.517207
10,adam_win_bin_reopt,friction_dyn_one-hot,0.7075981,0.81130296
10,gaussian_win_bin_reopt,friction_dyn_one-hot,-0.05803144,0.4218334
10,CGP_win_bin_reopt,friction_dyn_one-hot,0.2962728,0.6356698
11,adam_win_bin_reopt,friction_dyn_one-hot,0.028505027,0.51946926
11,gaussian_win_bin_reopt,friction_dyn_one-hot,0.46421587,0.66880304
11,CGP_win_bin_reopt,friction_dyn_one-hot,0.60917705,0.76546216
12,adam_win_bin_reopt,friction_dyn_one-hot,-0.013815522,0.48422587
12,gaussian_win_bin_reopt,friction_dyn_one-hot,-0.047461987,0.4143533
12,CGP_win_bin_reopt,friction_dyn_one-hot,0.41531008,0.62886834
13,adam_win_bin_reopt,friction_dyn_one-hot,0.092626095,0.51664376
13,gaussian_win_bin_reopt,friction_dyn_one-hot,-0.0051552057,-5.2452087e-06
13,CGP_win_bin_reopt,friction_dyn_one-hot,0.64038956,0.79179573
14,adam_win_bin_reopt,friction_dyn_one-hot,0.48665023,0.7026589
14,gaussian_win_bin_reopt,friction_dyn_one-hot,0.0045711994,0.5144583
14,CGP_win_bin_reopt,friction_dyn_one-hot,0.07292789,0.5300264
15,adam_win_bin_reopt,friction_dyn_one-hot,0.010497808,0.50951165
15,gaussian_win_bin_reopt,friction_dyn_one-hot,0.15895754,0.39056808
15,CGP_win_bin_reopt,friction_dyn_one-hot,-0.032630444,0.43139446
16,adam_win_bin_reopt,friction_dyn_one-hot,0.6451852,0.8407109
16,gaussian_win_bin_reopt,friction_dyn_one-hot,-0.13742173,0.38223833
16,CGP_win_bin_reopt,friction_dyn_one-hot,0.22192204,0.4108917
17,adam_win_bin_reopt,friction_dyn_one-hot,0.39215505,0.6083443
17,gaussian_win_bin_reopt,friction_dyn_one-hot,-0.0010813475,0.5057483
17,CGP_win_bin_reopt,friction_dyn_one-hot,0.6912761,0.7584195
18,adam_win_bin_reopt,friction_dyn_one-hot,-0.026126742,0.44914788
18,gaussian_win_bin_reopt,friction_dyn_one-hot,0.086936176,0.5194263
18,CGP_win_bin_reopt,friction_dyn_one-hot,0.1833064,0.6257051
19,adam_win_bin_reopt,friction_dyn_one-hot,0.755268,0.8515018
19,gaussian_win_bin_reopt,friction_dyn_one-hot,0.17949182,0.57707036
19,CGP_win_bin_reopt,friction_dyn_one-hot,0.5717416,0.7601086
20,adam_win_bin_reopt,friction_dyn_one-hot,0.7124719,0.8240429
20,gaussian_win_bin_reopt,friction_dyn_one-hot,0.15705496,0.5225534
20,CGP_win_bin_reopt,friction_dyn_one-hot,0.4994704,0.7509129
21,adam_win_bin_reopt,friction_dyn_one-hot,0.7578164,0.83486176
21,gaussian_win_bin_reopt,friction_dyn_one-hot,-0.005170107,-4.7683716e-06
21,CGP_win_bin_reopt,friction_dyn_one-hot,0.015908241,0.52159023
22,adam_win_bin_reopt,friction_dyn_one-hot,0.77531826,0.8726566
22,gaussian_win_bin_reopt,friction_dyn_one-hot,-0.16780436,0.39276445
22,CGP_win_bin_reopt,friction_dyn_one-hot,0.7429848,0.77061045
23,adam_win_bin_reopt,friction_dyn_one-hot,-0.07046795,0.42048246
23,gaussian_win_bin_reopt,friction_dyn_one-hot,0.03157991,0.50907195
23,CGP_win_bin_reopt,friction_dyn_one-hot,0.6070496,0.7503108
24,adam_win_bin_reopt,friction_dyn_one-hot,0.052042365,0.5202734
24,gaussian_win_bin_reopt,friction_dyn_one-hot,-0.009549856,0.39872295
24,CGP_win_bin_reopt,friction_dyn_one-hot,0.19179708,0.11735308
25,adam_win_bin_reopt,friction_dyn_one-hot,-0.071798444,0.3924309
25,gaussian_win_bin_reopt,friction_dyn_one-hot,0.18512481,0.11946297
25,CGP_win_bin_reopt,friction_dyn_one-hot,0.59659374,0.81002337
26,adam_win_bin_reopt,friction_dyn_one-hot,0.5096735,0.6923508
26,gaussian_win_bin_reopt,friction_dyn_one-hot,0.48000145,0.67958844
26,CGP_win_bin_reopt,friction_dyn_one-hot,0.6856845,0.7865548
27,adam_win_bin_reopt,friction_dyn_one-hot,0.7198212,0.8220412
27,gaussian_win_bin_reopt,friction_dyn_one-hot,0.6387763,0.7959196
27,CGP_win_bin_reopt,friction_dyn_one-hot,0.7178588,0.78833246
28,adam_win_bin_reopt,friction_dyn_one-hot,-0.037184358,0.4315297
28,gaussian_win_bin_reopt,friction_dyn_one-hot,-0.012794137,0.49901438
28,CGP_win_bin_reopt,friction_dyn_one-hot,0.7790396,0.8452772
29,adam_win_bin_reopt,friction_dyn_one-hot,0.3737986,0.6071565
29,gaussian_win_bin_reopt,friction_dyn_one-hot,0.042626858,0.51630193
29,CGP_win_bin_reopt,friction_dyn_one-hot,0.659265,0.7604468
0,adam_win_bin_reopt,friction_stat_one-hot,0.116161525,0.5050479
0,gaussian_win_bin_reopt,friction_stat_one-hot,-0.0087246895,0.5249182
0,CGP_win_bin_reopt,friction_stat_one-hot,0.04342246,0.5861626
1,adam_win_bin_reopt,friction_stat_one-hot,0.0014987588,0.52623594
1,gaussian_win_bin_reopt,friction_stat_one-hot,0.23414898,0.5590708
1,CGP_win_bin_reopt,friction_stat_one-hot,0.3135478,0.43283635
2,adam_win_bin_reopt,friction_stat_one-hot,0.54607415,0.7196139
2,gaussian_win_bin_reopt,friction_stat_one-hot,0.3231117,0.5349226
2,CGP_win_bin_reopt,friction_stat_one-hot,-0.055729747,0.51038575
3,adam_win_bin_reopt,friction_stat_one-hot,0.14649254,0.64901245
3,gaussian_win_bin_reopt,friction_stat_one-hot,0.015066862,0.5354415
3,CGP_win_bin_reopt,friction_stat_one-hot,0.06518328,0.5911243
4,adam_win_bin_reopt,friction_stat_one-hot,-0.077317,0.513004
4,gaussian_win_bin_reopt,friction_stat_one-hot,-0.061102152,0.5047121
4,CGP_win_bin_reopt,friction_stat_one-hot,0.14131391,0.08336067
5,adam_win_bin_reopt,friction_stat_one-hot,0.35703778,0.53903025
5,gaussian_win_bin_reopt,friction_stat_one-hot,-0.024902701,0.52521235
5,CGP_win_bin_reopt,friction_stat_one-hot,-0.052769184,0.51455176
6,adam_win_bin_reopt,friction_stat_one-hot,0.5743152,0.50731117
6,gaussian_win_bin_reopt,friction_stat_one-hot,0.15362829,0.08884841
6,CGP_win_bin_reopt,friction_stat_one-hot,-0.088517666,0.5236763
7,adam_win_bin_reopt,friction_stat_one-hot,0.74078786,0.7621955
7,gaussian_win_bin_reopt,friction_stat_one-hot,-0.024156809,0.51993996
7,CGP_win_bin_reopt,friction_stat_one-hot,-0.16319847,0.48276383
8,adam_win_bin_reopt,friction_stat_one-hot,0.71974015,0.7951598
8,gaussian_win_bin_reopt,friction_stat_one-hot,0.043009162,0.5199146
