size,mse_train,mse_test,r2_test,run,algorithm,dataset
50,0.0243632855254749,0.0251602606202184,0.6210080641462877,20,tinygp,friction_stat_one-hot
50,0.0254195076887147,0.0254457263877627,0.6167080600447947,21,tinygp,friction_stat_one-hot
47,0.0654241582283442,0.0655394490013046,0.0127716470540114,22,tinygp,friction_stat_one-hot
43,0.0614542377033696,0.0615738694260178,0.0725056340228158,23,tinygp,friction_stat_one-hot
45,0.0603204111193349,0.0603320590849874,0.0912111678093808,24,tinygp,friction_stat_one-hot
49,0.0183381438240062,0.0183558327810303,0.72350395312283,25,tinygp,friction_stat_one-hot
50,0.0249228317878507,0.024826972887638,0.6260284160764042,26,tinygp,friction_stat_one-hot
50,0.0294714668083801,0.0294763584844583,0.5559941793700751,27,tinygp,friction_stat_one-hot
49,0.0335465585369242,0.0335453536343121,0.4947024315579227,28,tinygp,friction_stat_one-hot
47,0.0625861792960703,0.0630801622213508,0.0498161702258073,29,tinygp,friction_stat_one-hot
50,2346.8805858134983,7698.960651214104,0.8993629636262974,0,tinygp,nasa_battery_1_10min
50,2383.0059097307794,7847.742162128436,0.8974181647107115,1,tinygp,nasa_battery_1_10min
44,7295.508901050028,26773.8691973232,0.6500251176305383,2,tinygp,nasa_battery_1_10min
50,2333.410849038165,4022.624731857241,0.94741822308264,3,tinygp,nasa_battery_1_10min
50,5701.797318463588,19399.47767178497,0.7464195456332949,4,tinygp,nasa_battery_1_10min
49,4205.161570325169,21218.14256609715,0.7226468504070103,5,tinygp,nasa_battery_1_10min
49,2434.4685466366864,4793.869782809686,0.937336886164325,6,tinygp,nasa_battery_1_10min
50,2698.6952704113005,7539.582494912863,0.9014462766914618,7,tinygp,nasa_battery_1_10min
50,5444.787408255214,7711.907606330773,0.8991937273810389,8,tinygp,nasa_battery_1_10min
50,4616.626787331857,10226.039957072737,0.8663302227740862,9,tinygp,nasa_battery_1_10min
44,2674.144350370528,3180.106155386916,0.958431212558355,10,tinygp,nasa_battery_1_10min
49,7913.746983501707,7089.601603688653,0.9073282061322184,11,tinygp,nasa_battery_1_10min
45,3407.323630751652,2735.1935002115424,0.9642468925040556,12,tinygp,nasa_battery_1_10min
50,2871.4716265062834,11559.321784204149,0.8489022168636701,13,tinygp,nasa_battery_1_10min
46,2379.716231623904,10343.834909013472,0.8647904649547982,14,tinygp,nasa_battery_1_10min
50,5468.392021054134,12569.323267591266,0.8356999729990916,15,tinygp,nasa_battery_1_10min
50,7046.663136467756,4902.010958006741,0.9359233177783008,16,tinygp,nasa_battery_1_10min
49,34136.37047784317,29667.97223417391,0.6121948226357381,17,tinygp,nasa_battery_1_10min
50,2107.353665917437,6939.50325115203,0.9092902181554228,18,tinygp,nasa_battery_1_10min
48,1945.4717208057252,4827.813052857756,0.9368931963914812,19,tinygp,nasa_battery_1_10min
50,1981.7914400227144,8156.212264447146,0.8933859948745982,20,tinygp,nasa_battery_1_10min
49,4200.557572828702,8305.844874069664,0.8914300708142644,21,tinygp,nasa_battery_1_10min
49,2751.957112740077,10777.992116473377,0.8591153749448034,22,tinygp,nasa_battery_1_10min
47,1710.7888863595956,2251.185212334205,0.9705736113793628,23,tinygp,nasa_battery_1_10min
45,5507.512927053193,11739.565283960634,0.8465461622657996,24,tinygp,nasa_battery_1_10min
49,1352.4701608783646,2994.3574324319065,0.9608592287329076,25,tinygp,nasa_battery_1_10min
50,5819.352963502892,14576.219125046537,0.8094668149723507,26,tinygp,nasa_battery_1_10min
49,5855.351850175453,7620.745048508103,0.9003853596107831,27,tinygp,nasa_battery_1_10min
50,3002.9686925008373,4482.856723197535,0.941402296290554,28,tinygp,nasa_battery_1_10min
47,3078.8176818673483,14539.18202034841,0.8099509458338449,29,tinygp,nasa_battery_1_10min
50,0.0095468475161872,0.0113228145827375,0.9288309520809952,1,tinygp,nasa_battery_2_20min
49,0.0096498833311937,0.0101343449739854,0.9363010249959496,2,tinygp,nasa_battery_2_20min
48,0.0066819407492507,0.0061898963826115,0.9610936813414416,3,tinygp,nasa_battery_2_20min
49,0.0047812576164104,0.0048840516517103,0.9693015103709818,4,tinygp,nasa_battery_2_20min
50,0.0069646931453181,0.0165707943722719,0.8958450083132005,5,tinygp,nasa_battery_2_20min
50,0.0166973120343505,0.0353955441254583,0.7775228802364652,6,tinygp,nasa_battery_2_20min
50,0.0085038836471502,0.0071379867362011,0.9551345015533146,7,tinygp,nasa_battery_2_20min
46,0.0050274461423178,0.0086261455316019,0.9457807455726734,8,tinygp,nasa_battery_2_20min
40,0.0137906752263913,0.0120526215099294,0.924243783069844,9,tinygp,nasa_battery_2_20min
50,0.0108338427519698,0.0189881507494761,0.8806508222219751,10,tinygp,nasa_battery_2_20min
50,0.0044904651599919,0.0044535134546693,0.9720076390770797,11,tinygp,nasa_battery_2_20min
49,0.0039572280948947,0.0045625034681714,0.971322587190294,12,tinygp,nasa_battery_2_20min
50,0.002555895732575,0.0043332179019124,0.9727637514284778,13,tinygp,nasa_battery_2_20min
50,0.0044528140352891,0.0095366821318405,0.9400576082324944,14,tinygp,nasa_battery_2_20min
47,0.0094457900543602,0.0075103402784565,0.9527940899093768,15,tinygp,nasa_battery_2_20min
50,0.0098217936611469,0.0089000729154514,0.9440589871737296,16,tinygp,nasa_battery_2_20min
49,0.0203194241716251,0.0205043893382259,0.8711205719479934,17,tinygp,nasa_battery_2_20min
48,0.0075402856746613,0.0080118760780955,0.9496417089269996,18,tinygp,nasa_battery_2_20min
49,0.0124309681090034,0.0140617511133757,0.911615488225102,19,tinygp,nasa_battery_2_20min
50,0.0104819399065825,0.0121382832434922,0.9237053600500011,20,tinygp,nasa_battery_2_20min
50,0.0038922746408541,0.0098789801321713,0.9379061093617752,21,tinygp,nasa_battery_2_20min
47,0.0040040721171779,0.0165176256526992,0.8961791979374685,22,tinygp,nasa_battery_2_20min
50,0.0057724664083251,0.0062334974005038,0.9608196290809354,23,tinygp,nasa_battery_2_20min
50,0.0227736430975706,0.0220705407085645,0.8612765971032605,24,tinygp,nasa_battery_2_20min
49,0.0064943976368206,0.0052143335671512,0.9672255380678908,25,tinygp,nasa_battery_2_20min
50,0.0094344604813036,0.0273843082333776,0.8278771474487171,26,tinygp,nasa_battery_2_20min
44,0.0063257424390126,0.0039045268475013,0.9754582700016554,27,tinygp,nasa_battery_2_20min
49,0.0100627555373343,0.0097832755083131,0.9385076565223038,28,tinygp,nasa_battery_2_20min
50,0.0131945311134428,0.040367650163785,0.7462709286731564,29,tinygp,nasa_battery_2_20min
46,0.0014917976379357,0.0015461128141742,0.8439967657578142,0,tinygp,nikuradse_1
48,0.0013687269220109,0.0014354851428563,0.8551591300846948,1,tinygp,nikuradse_1
43,0.0011211678070197,0.0014488471491455,0.8538108997499093,2,tinygp,nikuradse_1
46,0.0010666642109901,0.0015312989221539,0.8454914917866616,3,tinygp,nikuradse_1
50,0.00126528212564,0.0014036367534457,0.858372641872398,4,tinygp,nikuradse_1
48,0.0004143602319241,0.0006220637435355,0.9372335867042262,5,tinygp,nikuradse_1
49,0.0011349709923323,0.0011480964543038,0.8841567326449996,6,tinygp,nikuradse_1
48,0.001189809219394,0.0013791911403014,0.8608392113740363,7,tinygp,nikuradse_1
50,0.0011641070529041,0.0023650735337743,0.7613633901052377,8,tinygp,nikuradse_1
50,0.0009836090384503,0.0037752371929484,0.6190774652845175,9,tinygp,nikuradse_1
45,0.0011531104485303,0.0024168641800104,0.7561376987829467,10,tinygp,nikuradse_1
47,0.0007403735449026,0.0028968790099191,0.7077040623345183,11,tinygp,nikuradse_1
50,0.0012494904928973,0.001440922019272,0.8546105476673909,12,tinygp,nikuradse_1
43,0.0010590551241939,0.0014469532701654,0.8540019926918037,13,tinygp,nikuradse_1
39,0.0013413913914054,0.0013863886605493,0.8601129794801561,15,tinygp,nikuradse_1
48,0.0012439410128399,0.0014382473999157,0.8548804175411406,16,tinygp,nikuradse_1
49,0.0009186262272995,0.0009514370947193,0.9039997194296135,17,tinygp,nikuradse_1
49,0.0012263657249724,0.0016312274413165,0.8354086750352138,18,tinygp,nikuradse_1
50,0.0012198997378905,0.0015798136667451,0.8405963398965346,19,tinygp,nikuradse_1
46,0.0011209605111319,0.0019474755322893,0.8034991503469856,20,tinygp,nikuradse_1
42,0.0008748286586511,0.0012788912414155,0.8709595004479823,21,tinygp,nikuradse_1
44,0.000904876927112,0.0013072643518415,0.8680966453242208,22,tinygp,nikuradse_1
50,0.0004409659310129,0.0006576775853728,0.9336401396675932,23,tinygp,nikuradse_1
50,0.0012388618905776,0.0016062376718031,0.837930150073326,24,tinygp,nikuradse_1
50,0.0012418746789568,0.0025068800420018,0.7470550720334458,25,tinygp,nikuradse_1
49,0.0011076693587183,0.0014538772025646,0.8533033658917044,26,tinygp,nikuradse_1
49,0.0013441911913384,0.0018244238432717,0.815915101686191,27,tinygp,nikuradse_1
46,0.0011424242001749,0.0015918802275114,0.8393788203931267,28,tinygp,nikuradse_1
50,0.0014231543471341,0.0014928836649312,0.8493676024533952,29,tinygp,nikuradse_1
49,0.0127289485438222,0.0171360199830619,0.7706131526394446,0,tinygp,nikuradse_2
50,0.0031861397360172,0.0034448426509853,0.9538865152967968,1,tinygp,nikuradse_2
50,0.0015111929704431,0.0015735795595478,0.9789356889994012,2,tinygp,nikuradse_2
50,0.0052420609602432,0.0062131800797182,0.9168288907238248,3,tinygp,nikuradse_2
47,0.0034994554055022,0.0041142624458877,0.9449255023856776,4,tinygp,nikuradse_2
48,0.0041198945401103,0.0058671556498127,0.9214608562073042,5,tinygp,nikuradse_2
48,0.0101164034351828,0.0110800206757058,0.8516802026373587,6,tinygp,nikuradse_2
50,0.0042805449857888,0.0049172206881849,0.9341769119927634,7,tinygp,nikuradse_2
46,0.0024646564563711,0.0031669864092291,0.9576059651678236,8,tinygp,nikuradse_2
50,0.0021794737224746,0.0025858953893305,0.9653845880461708,9,tinygp,nikuradse_2
50,0.0022773956999857,0.002297825338294,0.9692407624023854,10,tinygp,nikuradse_2
50,0.0055888279611696,0.0086257151278473,0.8845341216126665,12,tinygp,nikuradse_2
50,0.002238706861968,0.0023464712870851,0.968589576138534,13,tinygp,nikuradse_2
49,0.0054151648746148,0.0085196390821945,0.8859540808398866,14,tinygp,nikuradse_2
50,0.0121603408357458,0.0138303202286972,0.8148640373678588,15,tinygp,nikuradse_2
47,0.0029576360697204,0.0037790400751364,0.9494128689309662,16,tinygp,nikuradse_2
50,0.00402390784285,0.0045139434575778,0.9395752771109592,17,tinygp,nikuradse_2
49,0.0051097992400534,0.007173529539533,0.9039734239836436,18,tinygp,nikuradse_2
44,0.0033297026979519,0.0039482792502194,0.9471473930001156,19,tinygp,nikuradse_2
48,0.0017157539320517,0.0016199406312015,0.978315088645444,20,tinygp,nikuradse_2
50,0.0035148613074477,0.0051631752094954,0.9308845061544616,21,tinygp,nikuradse_2
50,0.0097619708984639,0.0160178528622921,0.785581204200376,22,tinygp,nikuradse_2
50,0.0127972560802601,0.0224102120627477,0.7000115605119267,23,tinygp,nikuradse_2
49,0.0027462949058167,0.0025728064098246,0.9655598002452116,24,tinygp,nikuradse_2
50,0.0151057149418196,0.0164355721146812,0.7799895147367744,25,tinygp,nikuradse_2
50,0.0190044719498412,0.0202167794246846,0.7293733725453152,26,tinygp,nikuradse_2
50,0.0072134440411461,0.0117442244258789,0.8427890129440774,27,tinygp,nikuradse_2
49,0.0222492258741156,0.0361008782060522,0.5167450407493058,28,tinygp,nikuradse_2
48,0.0081417931017267,0.0115471727699466,0.8454267933718638,29,tinygp,nikuradse_2
45,2776.9459200987417,2193.147278860137,0.6825153859548998,0,tinygp,chemical_1_tower
49,2558.203256650607,2144.5868607740063,0.6895450942387671,1,tinygp,chemical_1_tower
50,2528.097345038284,1981.169138060961,0.7132017875779604,2,tinygp,chemical_1_tower
50,4364.107749637479,3424.7808362846827,0.5042215210635479,3,tinygp,chemical_1_tower
50,3680.944042456977,3156.08178400784,0.5431189611619327,4,tinygp,chemical_1_tower
50,3073.7548457371754,2407.1923326228566,0.6515297736628523,5,tinygp,chemical_1_tower
49,2824.615219605078,2151.56852743334,0.6885344134850868,6,tinygp,chemical_1_tower
50,3774.009853001,3149.908317130552,0.544012645214868,7,tinygp,chemical_1_tower
46,3042.5773657396644,2233.021302348908,0.6767431384274392,8,tinygp,chemical_1_tower
50,2510.6037368377297,2815.9829076372057,0.5923523900075423,9,tinygp,chemical_1_tower
50,2887.9218569342843,2395.640106043053,0.6532020982861928,10,tinygp,chemical_1_tower
42,3156.508239885406,2538.583698130406,0.6325092831699821,11,tinygp,chemical_1_tower
40,2732.1387644491388,2208.197263961209,0.6803367184494136,12,tinygp,chemical_1_tower
50,2908.721896151525,2314.005967691112,0.6650196278964435,13,tinygp,chemical_1_tower
50,2356.1197628990203,1890.5205660760068,0.7263242655655493,14,tinygp,chemical_1_tower
49,3104.682428461726,2296.503411256452,0.6675533347879155,15,tinygp,chemical_1_tower
50,2225.039068517723,1663.092445749439,0.7592472387287609,16,tinygp,chemical_1_tower
50,3016.187621436415,2488.293079700288,0.6397894588956515,17,tinygp,chemical_1_tower
50,2967.226883172816,2231.338520583374,0.676986741456065,18,tinygp,chemical_1_tower
47,2361.8229966202107,1909.773991436109,0.7235370992049411,19,tinygp,chemical_1_tower
44,2764.8910805199275,2390.917833471835,0.6538857043983497,20,tinygp,chemical_1_tower
49,3339.5876906638264,2655.219434289507,0.6156248486245812,21,tinygp,chemical_1_tower
50,1968.3218995913,1661.445630455918,0.7594856351752316,22,tinygp,chemical_1_tower
46,4021.242752946513,3116.224724463742,0.5488887529530737,23,tinygp,chemical_1_tower
49,3115.0963205138223,2583.175450954445,0.6260540872187588,24,tinygp,chemical_1_tower
48,2729.1360886530647,2164.6521706369185,0.6866403977694844,25,tinygp,chemical_1_tower
50,3843.888275338417,2954.005405978221,0.57237196277508,26,tinygp,chemical_1_tower
41,3051.573116553948,2605.214463236883,0.6228636734349376,27,tinygp,chemical_1_tower
49,2200.579794220275,1761.4075361354091,0.7450149394085703,28,tinygp,chemical_1_tower
50,3037.004309903751,2205.411865607753,0.6807399385749988,29,tinygp,chemical_1_tower
50,45.05476818901161,35.39253540874616,0.9604085125983576,0,tinygp,flow_stress_phip0.1
50,89.60739212300759,52.445180211787765,0.9413327508851272,1,tinygp,flow_stress_phip0.1
50,446.7031297223077,1029.7778328487248,-0.1519501393405646,2,tinygp,flow_stress_phip0.1
49,416.5817417930949,302.6290794699533,0.6614671639420198,3,tinygp,flow_stress_phip0.1
50,69.08523221155107,61.3013392926817,0.9314259016970494,4,tinygp,flow_stress_phip0.1
50,56.52507868707113,44.81070169568464,0.9498729799616152,5,tinygp,flow_stress_phip0.1
49,78.86039291623473,60.98940763184291,0.9317748407678914,6,tinygp,flow_stress_phip0.1
47,60.15519823188209,19412.019350421364,-20.715051229777803,7,tinygp,flow_stress_phip0.1
50,60.330984092861165,522.0781999625217,0.4159827139318065,8,tinygp,flow_stress_phip0.1
49,14.951535226142964,22620.50382618011,-24.304188634977,9,tinygp,flow_stress_phip0.1
50,362.2714849762836,255.8078822595414,0.713843203637321,10,tinygp,flow_stress_phip0.1
50,60.90308231262544,43.33218728891335,0.9515269045486164,11,tinygp,flow_stress_phip0.1
50,45.75995970433617,295.09336513938666,0.6698969115013675,12,tinygp,flow_stress_phip0.1
50,28.2100688938917,24.18677644696168,0.9729437169751454,13,tinygp,flow_stress_phip0.1
50,35.75522440279633,33.92567236501132,0.9620494035106716,14,tinygp,flow_stress_phip0.1
50,63.959346041503736,49.58733973866066,0.944529644065596,15,tinygp,flow_stress_phip0.1
50,61.1314774686696,276.11729190585874,0.6911242961936834,16,tinygp,flow_stress_phip0.1
46,797.5733432293893,591.4227492854757,0.3384111633439428,17,tinygp,flow_stress_phip0.1
47,68.45274118860773,127.945102192017,0.8568755574293976,18,tinygp,flow_stress_phip0.1
49,180.37354329965527,165.05772923345666,0.815359907618395,19,tinygp,flow_stress_phip0.1
50,37.704633603308366,33.17564028675768,0.9628884190045904,20,tinygp,flow_stress_phip0.1
39,59.78458231247862,51.3710377576489,0.9425343290413534,21,tinygp,flow_stress_phip0.1
48,82.3470093696084,69.87872647593058,0.9218308977595612,22,tinygp,flow_stress_phip0.1
49,67.35527722902474,90.0029593114748,0.8993191364072147,23,tinygp,flow_stress_phip0.1
50,59.237221790905984,48.30924086601815,0.9459593759237372,24,tinygp,flow_stress_phip0.1
50,67.89058093361659,139.72402499799333,0.843699189348051,25,tinygp,flow_stress_phip0.1
49,90.59110979901956,84.65319175570247,0.9053035976033385,26,tinygp,flow_stress_phip0.1
49,66.40227002537019,63.64255899528116,0.9288069209066244,27,tinygp,flow_stress_phip0.1
50,311.15853851753883,264.5598906661541,0.7040528615053514,28,tinygp,flow_stress_phip0.1
50,54.23803379129705,41.73701398833697,0.9533113283799084,29,tinygp,flow_stress_phip0.1
