iteration,student_reward,imitation_loss,test_imitation_loss,train_mse,validation_mse,dataset_size,fit_seconds,behavior_reward,invalid_transitions,new_samples,architecture,seed,mode
1,3154.033447265625,0.1403308063745498,0.1050475537776947,0.1596067398786544,0.1124188005924224,15912,39.67611941095674,1224.9537353515625,0,7912,shared,2,q_dagger
2,419.1698913574219,0.1129178702831268,0.1236755922436714,0.1304401010274887,0.1371377259492874,35912,45.287967341952026,3157.64892578125,0,20000,shared,2,q_dagger
3,479.39849853515625,0.1268897801637649,0.1281805038452148,0.1473854631185531,0.1408067047595977,38759,45.93531874200562,418.2472839355469,0,2847,shared,2,q_dagger
4,333.7107849121094,0.133499264717102,0.1238236650824546,0.1597122699022293,0.1379777789115905,41890,46.65348035597708,484.1570739746094,0,3131,shared,2,q_dagger
5,2603.18017578125,0.1407014280557632,0.135220006108284,0.1621787250041961,0.1543753743171692,44892,48.58496622100938,363.5299377441406,0,3002,shared,2,q_dagger
6,657.2666015625,0.1611587554216385,0.141682282090187,0.1743141859769821,0.141811192035675,59796,50.75995931599755,2292.413330078125,0,14904,shared,2,q_dagger
7,602.5914306640625,0.1714576035737991,0.128705233335495,0.1906965523958206,0.1465016901493072,63761,51.59226973995101,661.3078002929688,0,3965,shared,2,q_dagger
8,673.6862182617188,0.1840959042310714,0.1297201365232467,0.2017254382371902,0.1467807739973068,68313,55.27579129999504,639.5354614257812,0,4552,shared,2,q_dagger
9,404.242919921875,0.1859351098537445,0.136189267039299,0.2021880596876144,0.1495898365974426,73494,55.99773258896312,815.8792724609375,0,5181,shared,2,q_dagger
0,394.9068908691406,0.0802440345287323,0.0776905715465545,0.0802440345287323,0.0776905715465545,8000,35.751320916984696,,0,8000,shared,3,uniform
1,360.909423828125,0.1128097921609878,0.0973401814699173,0.1128097921609878,0.0973401814699173,10803,35.93177620199276,396.860595703125,0,2803,shared,3,uniform
2,298.1084899902344,0.1376238018274307,0.1000750064849853,0.1376238018274307,0.1000750064849853,13745,35.97237122204388,359.6968078613281,0,2942,shared,3,uniform
3,625.6693115234375,0.1603846698999405,0.1060406118631362,0.1603846698999405,0.1060406118631362,16136,36.43845365499146,295.4071960449219,0,2391,shared,3,uniform
4,650.8317260742188,0.1853220015764236,0.1112425327301025,0.1853220015764236,0.1112425327301025,20293,40.21769812796265,592.9490356445312,0,4157,shared,3,uniform
5,1862.548828125,0.1954880803823471,0.1137581840157508,0.1954880803823471,0.1137581840157508,24466,38.80772697698558,646.4701538085938,0,4173,shared,3,uniform
6,823.0050048828125,0.2238767296075821,0.1400730460882187,0.2238767296075821,0.1400730460882187,34847,44.52563968102913,1392.0755615234375,0,10381,shared,3,uniform
7,547.83056640625,0.2378644943237304,0.1389449536800384,0.2378644794225692,0.1389449536800384,40343,44.60076946899062,829.1197509765625,0,5496,shared,3,uniform
8,355.8618469238281,0.239353522658348,0.1377288848161697,0.239353522658348,0.1377288848161697,43985,46.35014342400245,552.7489624023438,0,3642,shared,3,uniform
9,653.9820556640625,0.2448961436748504,0.1322605460882187,0.2448961287736892,0.1322605460882187,46678,47.0561981840292,352.6324157714844,0,2693,shared,3,uniform
0,230.27708435058597,0.0746875554323196,0.0730657577514648,0.0820076540112495,0.0810761153697967,8000,35.78166397497989,,0,8000,shared,3,q_dagger
1,137.0012664794922,0.0909192562103271,0.0851450413465499,0.1143216788768768,0.0963197723031044,10150,35.728743035986554,229.9426727294922,0,2150,shared,3,q_dagger
2,232.9111175537109,0.0980337560176849,0.0926724374294281,0.1260012239217758,0.1041556969285011,11651,37.35950529400725,139.3857421875,0,1501,shared,3,q_dagger
3,204.7410125732422,0.1180457547307014,0.1009805053472518,0.1629986763000488,0.1233539208769798,13817,38.02293139300309,234.640380859375,0,2166,shared,3,q_dagger
4,624.5244140625,0.1224021762609481,0.106466144323349,0.1618154495954513,0.1123805493116378,15651,40.22598338796524,204.375732421875,0,1834,shared,3,q_dagger
5,836.5818481445312,0.157678484916687,0.1104281395673751,0.207630842924118,0.1131298169493675,19996,43.63049921399215,666.392578125,0,4345,shared,3,q_dagger
6,367.9137878417969,0.1821698248386383,0.1289091110229492,0.2360023707151413,0.1389599442481994,25657,42.35496377397794,835.2053833007812,0,5661,shared,3,q_dagger
7,723.0482788085938,0.1912188977003097,0.1133867651224136,0.2271974235773086,0.1220081821084022,29574,43.71014319598908,481.5238342285156,0,3917,shared,3,q_dagger
8,1047.645751953125,0.1929187923669815,0.1212198957800865,0.2372125536203384,0.1284203827381134,34397,47.29962892201729,747.9227905273438,0,4823,shared,3,q_dagger
9,832.2048950195312,0.215069368481636,0.1341070085763931,0.2470798939466476,0.1427500545978546,43214,50.1364645800204,1214.09765625,0,8817,shared,3,q_dagger
0,2374.77001953125,0.0787690058350563,0.076583057641983,0.0787690058350563,0.076583057641983,8000,36.06614249898121,,0,8000,shared,4,uniform
1,51.74176788330078,0.1560907512903213,0.1061237081885337,0.1560907512903213,0.1061237081885337,19521,38.55860593501711,1821.3922119140625,0,11521,shared,4,uniform
2,944.9501342773438,0.1649368554353714,0.1110533475875854,0.1649368554353714,0.1110533475875854,20169,39.80846125097014,47.57757186889648,0,648,shared,4,uniform
3,321.00146484375,0.2016852051019668,0.1093648523092269,0.2016852051019668,0.1093648523092269,26068,41.12259208096657,837.2838745117188,0,5899,shared,4,uniform
4,502.5943298339844,0.2113278806209564,0.1154445260763168,0.2113278806209564,0.1154445260763168,28755,40.37310725200223,291.9974670410156,0,2687,shared,4,uniform
5,681.3828125,0.2149472087621688,0.1150249764323234,0.2149472087621688,0.1150249764323234,32015,42.629254223022144,474.1904296875,0,3260,shared,4,uniform
6,824.7724609375,0.2216552197933197,0.1171059682965278,0.2216552197933197,0.1171059682965278,36519,43.841795976040885,677.1878051757812,0,4504,shared,4,uniform
7,435.6148376464844,0.2266290932893753,0.1184286102652549,0.2266290783882141,0.1184286102652549,42521,46.57111247698776,905.2208862304688,0,6002,shared,4,uniform
8,616.542724609375,0.2270038276910781,0.1182094290852546,0.2270038276910781,0.1182094290852546,45508,48.39033118297812,436.9582214355469,0,2987,shared,4,uniform
9,304.0797424316406,0.2303168177604675,0.1273945868015289,0.2303168177604675,0.1273945868015289,49592,50.76100211800076,604.7079467773438,0,4084,shared,4,uniform
0,285.0573425292969,0.0762783959507942,0.0781652703881263,0.0829938724637031,0.0806553289294242,8000,35.58625217794906,,0,8000,shared,4,q_dagger
1,322.4662475585937,0.10569778829813,0.0888316631317138,0.1247249245643615,0.0901668444275856,10618,36.76890400599223,284.578369140625,0,2618,shared,4,q_dagger
2,736.6632080078125,0.1177204623818397,0.1036766245961189,0.1561127454042434,0.1022013500332832,13212,40.05998171999818,324.4772644042969,0,2594,shared,4,q_dagger
3,809.353271484375,0.1438635885715484,0.1136196032166481,0.2030641287565231,0.1209052577614784,17892,40.606059435987845,666.9928588867188,0,4680,shared,4,q_dagger
4,336.7675476074219,0.1616764962673187,0.1172112673521041,0.2041041105985641,0.1139801517128944,22940,40.692016365996096,795.7417602539062,0,5048,shared,4,q_dagger
5,713.6770629882812,0.1731223613023758,0.1282324641942978,0.2089985758066177,0.129296064376831,25832,43.13498426304432,338.1733093261719,0,2892,shared,4,q_dagger
6,459.9850769042969,0.1816195845603943,0.1175620630383491,0.2210176140069961,0.1195200011134147,30248,40.86146757402457,711.9367065429688,0,4416,shared,4,q_dagger
7,1381.741943359375,0.1931234300136566,0.1295350790023803,0.2322290986776352,0.1331188380718231,33496,46.91291874699528,481.9462585449219,0,3248,shared,4,q_dagger
8,1146.54296875,0.2001606225967407,0.1324928402900695,0.2323643714189529,0.1449822336435318,42458,47.91431721101981,1380.7313232421875,0,8962,shared,4,q_dagger
9,2878.05615234375,0.1981742084026336,0.1329488009214401,0.229031428694725,0.1356782615184784,49935,50.8081190949888,1150.0435791015625,0,7477,shared,4,q_dagger
0,408.9173889160156,0.0679773464798927,0.0712524428963661,0.0679773464798927,0.0712524428963661,8000,101.10288589599077,,0,8000,independent,0,uniform
1,299.6687927246094,0.0974837243556976,0.092513769865036,0.0974837243556976,0.092513769865036,10848,100.41065143595917,400.3647155761719,0,2848,independent,0,uniform
2,433.1883850097656,0.1330657303333282,0.1038677543401718,0.1330657303333282,0.1038677543401718,13613,102.04916396195767,300.5064697265625,0,2765,independent,0,uniform
3,907.9371337890624,0.1545827388763427,0.1026922017335891,0.1545827388763427,0.1026922017335891,16573,118.20921412803,439.4308776855469,0,2960,independent,0,uniform
4,851.1117553710938,0.1826028376817703,0.1047069281339645,0.1826028376817703,0.1047069281339645,23013,130.056042614975,946.3790283203124,0,6440,independent,0,uniform
5,754.8484497070312,0.1994301825761795,0.1121636107563972,0.1994301825761795,0.1121636107563972,28866,118.56577429000754,864.76904296875,0,5853,independent,0,uniform
6,677.2537231445312,0.2095286697149276,0.1309933215379715,0.2095286697149276,0.1309933215379715,33907,120.96752952598035,759.1847534179688,0,5041,independent,0,uniform
7,790.6071166992188,0.2163634151220321,0.1279776990413665,0.2163634151220321,0.1279776990413665,38750,119.02035637997324,689.0694580078125,0,4843,independent,0,uniform
8,832.9208984375,0.2208301275968551,0.127526506781578,0.2208301275968551,0.127526506781578,44289,124.1152345209848,846.9498901367188,0,5539,independent,0,uniform
9,1118.4163818359375,0.219649538397789,0.1265047043561935,0.219649538397789,0.1265047043561935,49257,126.71158723195548,833.56689453125,0,4968,independent,0,uniform
0,81.01065063476562,0.0630116462707519,0.0639124140143394,0.0730725154280662,0.0750123709440231,8000,96.9487902999972,,0,8000,independent,0,q_dagger
1,321.575927734375,0.0638647973537445,0.0696979686617851,0.0831298157572746,0.0779087245464325,8936,113.80083188199204,81.0901107788086,0,936,independent,0,q_dagger
2,335.14215087890625,0.0784832090139389,0.0859586149454116,0.1080231666564941,0.092144675552845,11792,154.77623469702667,322.6454467773437,0,2856,independent,0,q_dagger
3,607.3052978515625,0.1257345676422119,0.1029152423143386,0.1743879318237304,0.1117752492427825,15434,154.68090293899877,414.5054626464844,0,3642,independent,0,q_dagger
4,197.7495574951172,0.1638471037149429,0.1164079084992408,0.2062338441610336,0.1321393847465515,19405,154.2617781300214,612.3646240234375,0,3971,independent,0,q_dagger
5,861.1307983398438,0.185331791639328,0.1488276124000549,0.2157996296882629,0.1490693688392639,21924,155.83077355800197,206.504638671875,0,2519,independent,0,q_dagger
6,890.3883056640625,0.1893052756786346,0.1409770846366882,0.2258282452821731,0.1431498974561691,27543,158.24258189601824,860.9954223632812,0,5619,independent,0,q_dagger
7,625.0538940429688,0.2165029346942901,0.1530520766973495,0.2547147572040558,0.1575305759906768,33504,163.31041190802353,886.7107543945312,0,5961,independent,0,q_dagger
8,926.8448486328124,0.216778889298439,0.1363063007593155,0.2474498450756073,0.1339439749717712,36598,164.8888127929531,418.7976989746094,0,3094,independent,0,q_dagger
9,646.2743530273438,0.2237822860479354,0.1391609609127044,0.2584040462970733,0.1531996577978134,42613,164.3373319429811,926.3961791992188,0,6015,independent,0,q_dagger
0,413.70947265625,0.0664487704634666,0.0648855939507484,0.0664487704634666,0.0648855939507484,8000,117.40563851199111,,0,8000,independent,1,uniform
1,641.6121215820312,0.106916107237339,0.0819393694400787,0.1069161146879196,0.0819393694400787,11004,119.98530330799986,424.0466003417969,0,3004,independent,1,uniform
2,918.3211059570312,0.1529504805803299,0.0916277691721916,0.1529504805803299,0.0916277691721916,16764,123.89723822002998,777.4917602539062,0,5760,independent,1,uniform
3,1246.8953857421875,0.1740908026695251,0.1010559126734733,0.1740908175706863,0.1010559126734733,22233,124.95925489201908,829.4722900390625,0,5469,independent,1,uniform
4,2440.2265625,0.1910266876220703,0.1041787266731262,0.1910266876220703,0.1041787266731262,30510,117.23713254596804,1254.3323974609375,0,8277,independent,1,uniform
5,949.3816528320312,0.20962855219841,0.1340010315179824,0.20962855219841,0.1340010315179824,44936,130.88680750102503,1914.252197265625,0,14426,independent,1,uniform
6,289.8896484375,0.2176997661590576,0.1239157021045684,0.2176997661590576,0.1239157021045684,50612,130.4222746840096,947.2396850585938,0,5676,independent,1,uniform
7,612.8233642578125,0.222033217549324,0.1212670654058456,0.222033217549324,0.1212670654058456,52981,131.6029664009693,290.12255859375,0,2369,independent,1,uniform
8,961.3045043945312,0.2216521054506302,0.1421901583671569,0.2216521203517913,0.1421901583671569,57014,133.47377995599527,615.6156005859375,0,4033,independent,1,uniform
9,481.6983337402344,0.2272580713033676,0.1309365034103393,0.2272580713033676,0.1309365034103393,62859,138.11122687498573,966.7654418945312,0,5845,independent,1,uniform
0,390.1617126464844,0.0664856359362602,0.0670126006007194,0.075347326695919,0.0744553729891777,8000,92.26315752096708,,0,8000,independent,1,q_dagger
1,335.6831359863281,0.0888440907001495,0.0807185620069503,0.1150504276156425,0.0835493057966232,10987,100.47991960396756,352.01220703125,0,2987,independent,1,q_dagger
2,302.18994140625,0.1066591888666153,0.0859429314732551,0.1524324864149093,0.0915275886654853,14180,101.62129424698652,361.6270446777344,0,3193,independent,1,q_dagger
3,947.6708374023438,0.1213642284274101,0.0971480384469032,0.1822107434272766,0.101138174533844,17141,107.31200873095077,286.43829345703125,0,2961,independent,1,q_dagger
4,810.7042846679688,0.1464516818523407,0.0969377309083938,0.1951636373996734,0.1036355271935463,23880,111.6043053260073,986.9010620117188,0,6739,independent,1,q_dagger
5,1342.6170654296875,0.1620953679084777,0.1059104576706886,0.2176697254180908,0.1113166883587837,29053,114.48421111295464,817.1707763671875,0,5173,independent,1,q_dagger
6,721.1354370117188,0.1812053471803665,0.11170694231987,0.2250584661960601,0.1256480813026428,37270,119.21962799597532,1350.7586669921875,0,8217,independent,1,q_dagger
7,642.0949096679688,0.1848263591527938,0.1129494160413742,0.233524203300476,0.1203338950872421,41696,126.03743045404552,717.7536010742188,0,4426,independent,1,q_dagger
8,899.3524780273438,0.1911599040031433,0.1262377202510833,0.2305711954832077,0.135673314332962,46116,125.53624689701246,616.3015747070312,0,4420,independent,1,q_dagger
9,1643.1402587890625,0.1973711848258972,0.1288082897663116,0.2405012995004654,0.1355854421854019,51767,130.1925789199886,907.5592041015624,0,5651,independent,1,q_dagger
0,496.042724609375,0.0709743201732635,0.0725714266300201,0.0709743201732635,0.0725714266300201,8000,98.35523497499526,,0,8000,independent,2,uniform
1,207.34629821777344,0.1100065484642982,0.0886958986520767,0.1100065484642982,0.0886958986520767,11089,99.87632861500606,378.6932067871094,0,3089,independent,2,uniform
2,708.25390625,0.12378840893507,0.0946015119552612,0.12378840893507,0.0946015119552612,13186,101.46781577600632,207.9592742919922,0,2097,independent,2,uniform
3,339.26055908203125,0.1594406515359878,0.0958041101694107,0.1594406515359878,0.0958041101694107,18053,106.27836066001328,732.5518188476562,0,4867,independent,2,uniform
4,593.7596435546875,0.1724418550729751,0.1111254319548606,0.1724418550729751,0.1111254319548606,20875,109.93022475403268,340.3396911621094,0,2822,independent,2,uniform
5,610.5794067382812,0.1890818178653717,0.1138555854558944,0.1890818178653717,0.1138555854558944,24658,109.84724203305086,577.7606201171875,0,3783,independent,2,uniform
6,402.0977478027344,0.1963950395584106,0.1154501885175705,0.1963950395584106,0.1154501885175705,28870,113.03404317901004,612.6298828125,0,4212,independent,2,uniform
7,919.2666015625,0.198792353272438,0.1124816685914993,0.198792353272438,0.1124816685914993,31612,114.33281525800705,402.7682189941406,0,2742,independent,2,uniform
8,845.7152709960938,0.2011839300394058,0.118615411221981,0.2011839300394058,0.118615411221981,37424,120.10215397400316,906.2963256835938,0,5812,independent,2,uniform
9,1534.713134765625,0.2026199102401733,0.108462817966938,0.2026199102401733,0.108462817966938,42444,123.71911060600542,841.31787109375,0,5020,independent,2,uniform
0,832.5592041015625,0.0686329901218414,0.0722865238785743,0.0771684944629669,0.0786083340644836,8000,93.15061930200318,,0,8000,independent,2,q_dagger
1,1157.5208740234375,0.1323611438274383,0.0984435454010963,0.1707503944635391,0.106568619608879,14801,102.337356973032,900.2140502929688,0,6801,independent,2,q_dagger
2,445.8560485839844,0.153314784169197,0.1163923665881156,0.1889344900846481,0.1208623498678207,22014,108.26948233199072,1153.226806640625,0,7213,independent,2,q_dagger
3,296.8041687011719,0.1676682978868484,0.1241905689239502,0.2078122943639755,0.1275181323289871,24994,109.33549986599246,447.8307800292969,0,2980,independent,2,q_dagger
4,408.3802795410156,0.1690676808357238,0.103027731180191,0.2033261805772781,0.1125165000557899,27474,113.06866365199676,296.3769226074219,0,2480,independent,2,q_dagger
5,1649.834228515625,0.1769764423370361,0.114061951637268,0.2176217883825302,0.1249383687973022,30442,112.53580888098804,407.1053466796875,0,2968,independent,2,q_dagger
6,1190.0718994140625,0.1859185099601745,0.1122994199395179,0.219956487417221,0.1245456039905548,40493,121.4655672700028,1641.946533203125,0,10051,independent,2,q_dagger
7,668.0755004882812,0.2083818316459655,0.1293849349021911,0.2438519448041916,0.1313595920801162,51887,129.42842403799295,1763.519775390625,0,11394,independent,2,q_dagger
8,886.8942260742188,0.2027632445096969,0.1347626894712448,0.2427462935447693,0.1410203874111175,56147,132.54355355899315,663.1815795898438,0,4260,independent,2,q_dagger
9,832.54052734375,0.2104877382516861,0.1238686367869377,0.2450574338436126,0.1354557871818542,61772,138.7512664179667,880.2041015625,0,5625,independent,2,q_dagger
0,76.36165618896484,0.0707031339406967,0.0692434757947921,0.0707031339406967,0.0692434757947921,8000,93.7380950700026,,0,8000,independent,3,uniform
1,846.1886596679688,0.0814840123057365,0.074796088039875,0.0814840123057365,0.074796088039875,8915,99.5654014259926,76.90760803222656,0,915,independent,3,uniform
2,874.98193359375,0.1524320691823959,0.1004242151975631,0.1524320691823959,0.1004242151975631,15089,103.70825501100626,897.6695556640625,0,6174,independent,3,uniform
3,415.6060485839844,0.1786734759807586,0.0954055786132812,0.1786734759807586,0.0954055786132812,20174,106.3398294270155,694.8988647460938,0,5085,independent,3,uniform
4,513.1959838867188,0.1841958463191986,0.1023446395993232,0.1841958314180374,0.1023446395993232,23056,110.39884684002028,414.9640808105469,0,2882,independent,3,uniform
5,732.8746337890625,0.1914298832416534,0.1099725663661956,0.1914298832416534,0.1099725663661956,26561,112.98938650498168,520.6328735351562,0,3505,independent,3,uniform
6,628.1084594726562,0.2031131386756897,0.1195950955152511,0.2031131386756897,0.1195950955152511,31298,113.79950894799548,750.14501953125,0,4737,independent,3,uniform
7,661.5096435546875,0.2024969756603241,0.1127828136086463,0.2024969756603241,0.1127828136086463,35721,116.69936934899306,668.8488159179688,0,4423,independent,3,uniform
8,645.3875122070312,0.207662895321846,0.1142507717013359,0.207662895321846,0.1142507717013359,40401,121.29172195499996,671.5830078125,0,4680,independent,3,uniform
9,583.6005249023438,0.2081517875194549,0.1141024082899093,0.2081518024206161,0.1141024082899093,44195,125.5506121610524,609.0303344726562,0,3794,independent,3,uniform
0,368.7091674804688,0.0646651461720466,0.0621265135705471,0.0774304568767547,0.0760169103741645,8000,98.0230822659796,,0,8000,independent,3,q_dagger
1,542.4854125976562,0.0861052051186561,0.0815090015530586,0.1036946177482605,0.09143977612257,10909,102.22860723501071,371.7808532714844,0,2909,independent,3,q_dagger
2,935.9561767578124,0.1437917500734329,0.0963295474648475,0.1592779159545898,0.1058902665972709,14923,103.68760365300112,502.5873107910156,0,4014,independent,3,q_dagger
3,304.7317810058594,0.1688519716262817,0.1026941463351249,0.1910940110683441,0.1108042076230049,20969,108.68107246997532,910.1314697265624,0,6046,independent,3,q_dagger
4,369.1122741699219,0.1861835420131683,0.113000564277172,0.2167835235595703,0.1185467019677162,23611,109.52040087000933,338.173828125,0,2642,independent,3,q_dagger
5,872.7472534179688,0.1855067461729049,0.126123771071434,0.2170049995183944,0.1305003315210342,26879,113.3833774679806,370.0123596191406,0,3268,independent,3,q_dagger
