iteration,best_fitness,best_cumulative_reward,cumulative_reward_of_best,beta,evaluation_time
48,505.80548,160.07076,-7.2474113,0.6,6.468714812000144
49,528.429,206.21153,-9.349113,0.6,6.457552044999829
50,502.09064,130.62543,-8.159741,0.6,6.472408407999865
51,464.14255,152.80473,-1.1985344,0.6,6.459556974999941
52,429.16696,148.28793,-4.0261116,0.6,6.440282254000522
53,535.64294,145.33853,-4.644852,0.6,6.468843396999546
54,502.9537,174.36325,-3.8874528,0.6,6.437262475000352
55,495.43848,209.18413,-7.2501307,0.6,6.4570441070000015
56,444.49728,220.93506,-7.2223396,0.6,6.464442987000439
57,480.69,178.74254,-6.7351823,0.6,6.451314507999996
58,416.13834,160.5754,-8.418205,0.6,6.495151447999888
59,438.25705,212.12903,-16.410658,0.6,6.478878388999874
60,462.9279,140.11748,-7.4368854,0.6,6.476478734000011
61,439.08966,166.03212,-5.237697,0.6,6.4958223069997985
62,583.4083,190.99458,-8.402252,0.6,6.506508681000014
63,494.29904,211.24759,-7.9452147,0.6,6.498793900999772
64,472.11407,159.86128,-10.293409,0.6,6.488115447999917
65,492.32227,130.92578,-18.25596,0.6,6.497242389000348
66,438.46857,137.74052,-10.45976,0.6,6.518832532000488
67,459.56616,125.876686,-4.2911935,0.6,6.516117469999699
68,536.64246,106.12337,-7.740411,0.6,6.471577506999893
69,487.75732,110.87862,-6.7876544,0.6,6.504575515000397
70,462.16574,72.933365,11.531011,0.6,6.475842527000168
71,474.79758,119.50765,-8.759921,0.6,6.490858698000011
72,503.3133,120.038506,-1.804562,0.6,6.463154132000454
73,500.62442,95.55102,-4.824074,0.6,6.469742461999886
74,529.7034,207.73131,-9.138998,0.6,6.465097010999671
75,563.5665,72.82271,-6.1772075,0.6,6.459468967000248
76,456.86172,113.43313,-7.8371835,0.6,6.466645615999369
77,490.321,168.06389,-8.023964,0.6,6.488284342999577
78,485.30304,172.68985,-5.685554,0.6,6.490172689999781
79,536.3394,133.23615,-3.6945152,0.6,6.5084420600005615
80,499.19864,154.03416,-3.325679,0.6,6.498025853999934
81,489.43295,84.11148,-7.146947,0.6,6.488867881999795
82,554.93854,53.311012,-6.565965,0.6,6.489700172000084
83,507.50546,157.72617,3.803672,0.6,6.494018631000472
84,514.4964,161.68663,-6.2324424,0.6,6.506104864000008
85,821.6671,161.3857,-7.2282443,0.6,6.49969700299971
86,576.2629,179.0056,-7.618341,0.6,6.486011555000005
87,620.144,194.95425,-4.4759116,0.6,6.502114482999787
88,646.1508,184.8972,-5.5664554,0.6,6.483006036999541
89,537.25995,85.538864,2.2281015,0.6,6.510114699999576
90,686.12225,202.60754,-6.0285606,0.6,6.457619729000726
91,611.8091,155.09154,-7.1090317,0.6,6.46357242600061
92,567.78986,211.46004,0.58234024,0.6,6.470713382000213
93,696.55255,236.80864,-2.7953968,0.6,6.450454707000063
94,610.5666,197.54623,-5.302345,0.6,6.462154920000103
95,660.9586,249.16612,-1.7364899,0.6,6.471780699000192
96,710.2228,208.38792,15.689295,0.6,6.450357528000495
97,671.27356,129.51399,-5.666117,0.6,6.4773180330003015
98,763.5787,70.80295,-1.905444,0.6,6.4707244410001294
99,561.6032,109.55025,-4.242527,0.6,6.490048446000401
100,668.8273,152.39574,2.3285692,0.6,6.480906650999714
101,640.0113,157.04413,-2.3843377,0.6,6.48251614199944
102,545.7495,168.6429,-5.0174365,0.6,6.4766988429992125
103,695.1307,200.43626,-3.1594715,0.6,6.461336912000661
104,638.9113,170.7841,3.6998742,0.6,6.473711634999745
105,590.46844,178.37056,-3.4507911,0.6,6.497962712999652
106,658.93646,146.29521,-8.045845,0.6,6.4693932909995056
107,570.437,127.783775,33.394547,0.6,6.511261806999755
108,513.9289,208.77034,-3.4538999,0.6,6.484085067999331
109,602.64636,214.97794,-4.6496587,0.6,6.502922395000496
110,707.94934,190.51578,-3.513081,0.6,6.5066446119999455
111,565.23883,180.21077,-3.986852,0.6,6.4794663699995
112,831.90326,68.9896,-2.260568,0.6,6.4618686939993495
113,687.85754,208.02982,7.282501,0.6,6.487288928000453
114,686.0299,180.44318,-4.656055,0.6,6.501617119000002
115,574.67957,166.19044,-4.8335953,0.6,6.462699710999914
116,599.13055,183.78831,-3.0713906,0.6,6.458988319000127
117,625.2884,136.73758,-2.9102962,0.6,6.495297356000265
118,642.5258,206.92813,-6.0266585,0.6,6.4735391420008455
119,612.2557,108.70143,-1.8216244,0.6,6.491257463999318
120,611.7346,177.30786,-5.87526,0.6,6.488465424000424
121,660.084,159.95442,1.7707213,0.6,6.4671259500000815
122,633.16425,184.95587,-7.9623003,0.6,6.451333441000315
123,639.6234,244.45206,1.162321,0.6,6.478719099000045
124,607.33606,195.78712,-3.5756645,0.6,6.4722868859998925
125,618.7978,112.6604,-16.827698,0.6,6.4901866350001
126,621.0075,155.05034,1.5214304,0.6,6.469972058999701
127,654.4325,161.50124,-8.754842,0.6,6.493754334000187
128,667.42426,198.78804,-0.110911705,0.6,6.489055568999902
129,678.81854,242.97993,-5.480527,0.6,6.495176790999722
130,590.08167,258.62582,-4.8322024,0.6,6.488062195000566
131,716.5167,179.71382,-1.3947121,0.6,6.463976006999474
132,691.70795,160.1388,-9.589481,0.6,6.462121479999951
133,609.3615,196.8142,-3.1929092,0.6,6.469583331999274
134,710.65936,168.65047,-0.5588872,0.6,6.461655795999832
135,740.4108,167.33902,7.5555606,0.6,6.509765854999387
136,597.64325,137.77722,-3.4006512,0.6,6.473366762999831
137,723.2557,154.99055,0.043991473,0.6,6.486539051999898
138,650.0978,214.26787,2.846773,0.6,6.482717075999972
139,636.76447,182.851,-6.84397,0.6,6.481027969000024
140,688.6475,201.97333,-3.8576913,0.6,6.511759705000259
141,716.6424,249.72949,-3.822851,0.6,6.447794899000655
142,827.2119,164.25507,-0.07924271,0.6,6.469033811999907
143,708.4429,154.83488,-3.7573242,0.6,6.448220514000241
144,667.092,121.89947,-1.6398499,0.6,6.480107076000422
145,644.1435,235.5042,-5.0845566,0.6,6.495086033000007
146,665.10034,166.20891,-0.7448687,0.6,6.472983855999701
147,775.0723,173.57799,-14.368268,0.6,6.463251883000339
148,695.3873,156.54338,-9.586303,0.6,6.462331790999997
149,645.38245,167.62068,6.0624557,0.6,6.466334635999374
150,655.7134,200.88138,-11.787226,0.6,6.4568121140000585
151,783.11835,135.93889,-4.1870255,0.6,6.448971902999801
152,615.1134,175.20892,-2.6886868,0.6,6.443862656999954
153,695.9455,150.21053,5.854243,0.6,6.450250057999256
154,681.2821,157.59644,-4.291964,0.6,6.440276111999992
155,810.466,217.23164,-9.796894,0.6,6.441203914999278
156,644.6026,171.83067,-3.2008252,0.6,6.479214392000358
157,764.7005,208.04874,-2.5114763,0.6,6.497572061000028
158,789.6367,157.29784,-4.0408683,0.6,6.451769691999289
159,672.5212,379.2145,-2.7277875,0.6,6.482156525999017
160,726.5419,67.49782,-4.9492354,0.6,6.44938446299966
161,727.084,111.49951,4.496822,0.6,6.45465497800069
162,800.78015,109.55054,-2.242768,0.6,6.4461915390002105
163,631.10223,148.56358,-5.713887,0.6,6.442196779000369
164,876.90546,166.59715,-4.338039,0.6,6.4458743929990305
165,774.7447,126.8658,0.42103043,0.6,6.428241514000547
166,723.5381,173.60884,4.008004,0.6,6.436660692999794
167,771.48175,173.60698,-5.8000393,0.6,6.410802504000458
168,802.1718,95.01255,-9.37931,0.6,6.438626610999563
169,743.44714,139.97118,-4.289517,0.6,6.4201215370012505
170,763.3849,209.11357,-3.5402455,0.6,6.406185018000542
171,828.8388,157.93488,-6.6815376,0.6,6.415618597999128
172,725.12445,182.17029,-7.059205,0.6,6.417252295999788
173,774.1515,108.76367,2.9083822,0.6,6.419866373000332
174,732.0091,142.7227,-7.6945987,0.6,6.402858793999258
175,782.5922,208.519,2.414474,0.6,6.419475106000391
176,850.9967,161.28467,1.0663499,0.6,6.426336313001229
177,851.9009,149.63538,-3.0092328,0.6,6.420306812999115
178,901.57776,156.20888,-14.342789,0.6,6.419646219999777
179,775.46936,204.57402,-3.849503,0.6,6.381282198999543
180,786.45966,53.51153,-5.394497,0.6,6.397305585998765
181,743.7498,91.68017,-3.9332626,0.6,6.445723498998632
182,737.4484,160.67627,-4.85408,0.6,6.460130900999502
183,755.6764,160.30443,-0.22463714,0.6,6.439152105000176
184,727.0461,141.01538,2.1694295,0.6,6.434034948000772
185,771.69037,87.49188,-4.6835623,0.6,6.459406529000262
186,756.2076,106.33596,-10.414772,0.6,6.427087984000536
187,709.8063,88.855705,0.4051253,0.6,6.438615966000725
188,799.66364,166.24565,-9.394301,0.6,6.444057476001035
189,713.44403,164.87354,-5.96804,0.6,6.414607978998902
190,730.06415,168.14977,-4.347564,0.6,6.421739442999751
191,755.9155,179.56462,-2.6472225,0.6,6.420059596999636
192,887.6486,175.93794,7.2061014,0.6,6.3988786280006025
193,830.0288,176.03642,2.3541,0.6,6.398117925999031
194,659.968,101.70397,-7.7203484,0.6,6.398944405000293
195,671.0059,99.44403,-1.3829285,0.6,6.435029910999219
196,743.24115,218.80138,-2.501246,0.6,6.433473261999097
197,775.7303,165.53278,-6.2862935,0.6,6.446609917999012
198,800.0335,118.369774,-2.6856222,0.6,6.447844391999752
199,748.30597,109.07349,-2.115876,0.6,6.4442400759999146
200,803.4716,204.6457,-1.1087844,0.6,6.451730050001061
201,811.8554,159.59859,-4.141105,0.6,6.445744740000009
202,770.09863,182.40962,-5.722313,0.6,6.441065598000932
203,759.10736,172.34619,-1.6247628,0.6,6.4532208920009
204,693.7644,203.64319,-3.6844869,0.6,6.458779884000251
205,750.0449,149.1862,-2.0922163,0.6,6.462321810000503
206,887.05237,119.32542,2.6012886,0.6,6.4564455799991265
207,805.7708,165.4934,-5.1203227,0.6,6.437243710000985
208,774.8416,191.91058,-1.4129215,0.6,6.445595722001599
209,908.8901,197.60011,-0.48252344,0.6,6.446357183000146
210,825.3608,204.21434,-2.3282523,0.6,6.416142541000227
211,797.7512,224.21983,-1.344984,0.6,6.4410694889993465
212,704.3206,162.2498,-4.371086,0.6,6.446526376999827
213,744.6305,162.5758,-1.4505299,0.6,6.427577147000193
214,782.79944,217.4705,-3.3263028,0.6,6.4232315579993156
215,745.38556,232.90128,1.9629234,0.6,6.4341409700009535
216,945.8403,160.7373,-7.1002016,0.6,6.4389560029994755
217,695.43427,183.00546,-0.1644909,0.6,6.438276464999944
218,806.9379,153.934,-2.7063434,0.6,6.429737309999837
219,758.2477,151.4176,-3.402053,0.6,6.41306999399967
220,860.16046,171.00784,5.2881546,0.6,6.421714557000087
221,861.45245,217.53337,-3.9670894,0.6,6.415018087000135
222,901.01086,161.63417,0.15186444,0.6,6.405509322999933
223,852.3588,168.89201,-6.4356384,0.6,6.399714653000046
224,796.4132,115.21645,-1.1949122,0.6,6.3949886779992084
225,842.94867,192.11517,-8.997731,0.6,6.406757700999151
226,809.47345,115.45432,-0.29507715,0.6,6.3902517139995325
227,786.09467,225.69014,-4.6085553,0.6,6.431046050000077
228,880.3664,177.10382,-2.7887676,0.6,6.423642759000359
229,708.7721,188.61649,-3.8332455,0.6,6.398483566001232
230,785.97424,212.90152,-8.739479,0.6,6.414177627999379
231,836.124,152.45276,-2.1496754,0.6,6.408438438000303
232,704.06036,189.64076,-9.593431,0.6,6.401409369000248
233,765.9245,197.36803,-0.9678014,0.6,6.410260773000118
234,780.8874,177.24876,0.49354306,0.6,6.414565185999891
235,908.22327,66.512955,-3.5895684,0.6,6.414825120999012
236,777.97595,168.85197,-1.9679981,0.6,6.409250259999681
237,791.6292,232.74551,4.960321,0.6,6.410914841000704
238,772.8766,197.88731,120.7123,0.6,6.411940842001059
239,908.3545,204.08342,-5.3971233,0.6,6.41091000599954
240,689.9471,180.87526,-2.5866206,0.6,6.4143607419991895
241,720.9046,166.95943,2.1311898,0.6,6.387991034998777
242,747.88666,160.47449,-2.7792723,0.6,6.414889383000627
243,802.39575,163.98827,-2.4788892,0.6,6.402198911999221
244,741.51654,198.534,4.6803555,0.6,6.399540443999285
245,797.52905,218.18929,-2.8509526,0.6,6.381360587000017
246,786.514,160.83911,129.48265,0.6,6.388442331999613
247,791.7802,163.64595,-1.1381642,0.6,6.3903661360000115
248,793.0747,164.37617,0.83605283,0.6,6.393539788999988
249,661.77167,194.381,-0.8658986,0.6,6.389435805000176
250,776.3632,178.99489,-7.3235536,0.6,6.403188435000629
251,688.4289,160.88512,-4.944228,0.6,6.417470557998968
252,802.9306,170.00684,-5.594537,0.6,6.4047809969997616
253,751.6618,191.75327,-2.1518269,0.6,6.4093925839988515
254,783.8435,167.89464,119.26943,0.6,6.3880682029994205
255,791.14044,209.36111,-5.3349566,0.6,6.399172245000955
256,781.4809,271.57883,-3.3544526,0.6,6.407570368999586
257,891.2546,248.64246,0.40704975,0.6,6.420057531000566
258,772.4564,195.72502,2.1486852,0.6,6.42574114999843
259,789.2128,162.51776,-4.5818596,0.6,6.415272387999721
260,760.35223,112.13452,-4.9591384,0.6,6.410982246999993
261,751.6949,158.46667,-5.7657743,0.6,6.418691562999811
262,797.434,151.74141,-7.5130525,0.6,6.426594668999314
263,791.80194,154.60666,-4.151382,0.6,6.429381115000069
264,753.6313,170.8465,-4.6528444,0.6,6.4161783149993425
265,803.45294,157.24548,-2.759255,0.6,6.379076291999809
266,823.8428,187.55556,-8.26229,0.6,6.3925045619998855
267,887.31067,233.12613,-6.638823,0.6,6.398411934998876
268,746.28265,179.30904,0.4852501,0.6,6.403767923000487
269,731.01776,138.08751,-9.111301,0.6,6.400955065000744
270,818.0867,145.35042,-5.0414195,0.6,6.396623992999594
271,787.88983,167.22289,-4.606289,0.6,6.381140461999166
272,770.5346,125.04348,-0.99749583,0.6,6.382764305999444
273,768.5418,215.99214,-3.5494478,0.6,6.3689045299997815
274,716.56213,187.5048,6.0674624,0.6,6.398559633000332
275,821.74493,181.01973,-4.348292,0.6,6.386548749000212
276,842.09344,124.810745,-5.512265,0.6,6.390415154999573
277,821.5247,192.19553,-1.3792229,0.6,6.407129370998518
278,790.74005,132.8416,-6.042848,0.6,6.404263936999996
279,794.3579,242.14082,-0.5517475,0.6,6.409849491999921
280,720.2375,286.85382,-4.523144,0.6,6.414174929999717
281,821.4565,163.18362,-1.5621289,0.6,6.391186267001103
282,856.99817,161.39017,-3.8925724,0.6,6.395220927999617
283,787.21606,165.64354,121.20032,0.6,6.397974563000389
284,779.88666,170.99615,-7.8900437,0.6,6.4048184269995545
285,786.02295,216.02046,120.2739,0.6,6.396081602000777
286,784.3361,168.41565,115.05249,0.6,6.409292405998713
287,833.08887,163.46971,-4.588022,0.6,6.394049623999308
288,783.00684,216.66089,111.54482,0.6,6.419586452999283
289,786.7465,224.84258,122.18827,0.6,6.393614128999616
290,787.6501,132.42218,114.45544,0.6,6.396428666999782
291,791.75006,127.390335,99.32973,0.6,6.414425569999366
292,786.4914,155.38542,109.12373,0.6,6.405633231999673
293,821.62775,133.14203,-3.7049222,0.6,6.3913351990013325
294,836.1279,241.18706,3.435129,0.6,6.412861941000301
295,789.4335,200.91374,127.36615,0.6,6.424394432999179
296,783.3457,177.21684,117.22019,0.6,6.398127806000048
297,805.2539,168.89473,-4.42605,0.6,6.3837728970011085
298,311.52585,168.37651,123.66949,0.7,6.430801373000577
299,287.31277,216.73857,91.6527,0.7,6.424255268999332
300,319.97653,234.45312,106.657936,0.7,6.416885351000019
301,357.67242,128.01924,108.50436,0.7,6.404303442001037
302,373.63528,213.26036,10.611457,0.7,6.409759930000291
303,262.5987,204.00363,18.643354,0.7,6.40902674499921
304,281.95737,234.75113,-13.888522,0.7,6.434791653000502
305,364.7862,228.81953,47.332848,0.7,6.435836147000373
306,286.7331,201.4798,-16.523138,0.7,6.425723682999887
307,374.62265,227.93738,48.599434,0.7,6.432640815999548
308,468.7295,207.80432,30.10561,0.7,6.434584171000097
309,550.449,211.95752,36.243847,0.7,6.446777511000619
310,632.9703,239.80704,43.802242,0.7,6.448075221000181
311,694.5275,236.00523,38.10879,0.7,6.44293390400162
312,688.8823,219.64993,31.734571,0.7,6.434164427000724
313,608.1042,208.09654,37.903107,0.7,6.420806595999238
314,646.3882,209.93059,47.091774,0.7,6.436108356001569
315,612.9668,212.19463,26.827345,0.7,6.430109693999839
316,753.8782,209.12491,36.540974,0.7,6.425485407000451
317,680.3295,297.33585,46.262493,0.7,6.439511320999372
318,615.1878,210.18791,37.949623,0.7,6.432155900998623
319,694.41437,236.58916,34.423138,0.7,6.437433528999463
320,634.7055,294.4106,37.76288,0.7,6.440558639000301
321,630.48456,209.07698,39.2357,0.7,6.444949160999386
322,626.4388,199.47307,43.957417,0.7,6.44370391800112
323,723.7933,195.95312,37.359463,0.7,6.440043347000028
324,606.42316,182.73448,35.61752,0.7,6.424791641000411
325,701.86273,239.52611,34.997967,0.7,6.435409494999476
326,677.28174,148.09477,29.137213,0.7,6.432525799000359
327,606.29425,177.9314,45.10433,0.7,6.42345050699987
328,771.12256,147.12184,19.033537,0.7,6.418314233000274
329,674.88947,162.77551,19.223412,0.7,6.416324535999593
330,686.9726,189.17786,48.61518,0.7,6.413450365000244
331,767.1126,164.98218,39.155525,0.7,6.420677740999963
332,591.7165,207.73022,41.805103,0.7,6.4014418850001675
333,693.4599,227.94006,39.434544,0.7,6.405467630000203
334,744.0506,224.63286,51.50964,0.7,6.42422396999973
335,777.7387,193.85034,40.245007,0.7,6.418680257000233
336,608.91315,178.26726,40.48365,0.7,6.423912440999629
337,627.4506,226.20238,68.28351,0.7,6.419381939000232
338,665.45245,225.14189,63.995953,0.7,6.437230876001195
339,667.90704,173.68773,36.706543,0.7,6.4436469509983
340,711.0222,215.6003,40.73597,0.7,6.433485817000474
341,653.9975,215.48872,35.437283,0.7,6.421337952999238
342,728.7915,186.41565,39.77214,0.7,6.433664386000601
343,657.70184,163.91576,68.688416,0.7,6.430345325001326
344,750.77496,230.22644,47.113377,0.7,6.440165183001227
345,752.6304,186.42531,41.21247,0.7,6.423109794999618
346,719.5892,195.78972,37.036816,0.7,6.434178641999097
347,699.35223,192.85674,38.450726,0.7,6.427716209000209
348,579.2613,249.58513,41.549877,0.7,6.43445933700059
349,907.33105,230.73454,37.936893,0.7,6.436879922999651
350,894.5976,188.14777,38.472294,0.7,6.41615944699879
351,643.6432,181.573,41.45596,0.7,6.4005330210002285
352,734.38495,176.70412,39.231457,0.7,6.411262106999857
353,698.2045,205.21532,42.290443,0.7,6.424569705999602
354,757.88794,166.12038,39.699207,0.7,6.400219608000043
355,664.83356,166.88763,41.079205,0.7,6.426802915000735
356,705.4777,211.35664,37.205067,0.7,6.436346878999757
357,724.0077,232.25972,37.0507,0.7,6.417763232000652
358,730.2069,400.84314,37.90086,0.7,6.41609143200003
359,674.7314,376.93024,40.89677,0.7,6.437562295999669
360,727.62256,215.46538,37.255028,0.7,6.413107622000098
361,701.37286,201.74554,40.166668,0.7,6.4376607529993635
362,779.7417,200.78334,38.01065,0.7,6.435324283000227
363,888.142,203.75851,41.007725,0.7,6.422052857000381
364,786.64935,231.43045,35.267086,0.7,6.415046317000815
365,892.84424,217.27942,39.15106,0.7,6.4281041319991346
366,738.33093,217.66856,51.274757,0.7,6.427859702000205
367,768.2799,170.22375,40.926876,0.7,6.429680830000507
368,894.7236,219.81628,38.01203,0.7,6.4169350909996865
369,784.9875,210.76094,35.01659,0.7,6.442946354000014
370,898.2625,221.08794,40.58277,0.7,6.441252072001589
371,896.46234,224.92638,36.74235,0.7,6.426682712999536
372,904.7153,227.83809,37.1941,0.7,6.420780320000631
373,730.6082,198.98167,32.141907,0.7,6.40675002199896
374,728.4995,219.42308,43.098522,0.7,6.408568418000868
375,721.6296,205.60777,39.616215,0.7,6.422139391999735
376,753.5848,189.40327,38.16678,0.7,6.4421470609995595
377,697.0677,181.30016,37.399853,0.7,6.426086387000396
378,730.7851,178.79228,40.22038,0.7,6.431049058001008
379,702.83636,245.31363,40.58325,0.7,6.4324858149993815
380,727.56866,218.1187,41.43916,0.7,6.411988455000028
381,735.8248,194.16173,39.57562,0.7,6.40838879399962
382,706.8943,201.46533,37.45204,0.7,6.417312374000176
383,755.15063,188.41402,39.9053,0.7,6.423077685998578
384,762.7577,189.64679,41.37016,0.7,6.431665322999834
385,690.8149,163.93974,32.478596,0.7,6.429755084000135
386,742.7536,169.11705,44.212765,0.7,6.449917908999851
387,731.59174,228.10667,39.89693,0.7,6.427181658000336
388,761.4964,210.40894,43.437313,0.7,6.417323666999437
389,754.16547,193.27061,43.984028,0.7,6.413362283999959
390,899.3244,211.69067,36.86854,0.7,6.429875308000192
391,891.5885,186.68088,37.994453,0.7,6.444710624999061
392,764.7121,191.00046,37.192036,0.7,6.443027422999876
393,895.0998,161.39511,36.551155,0.7,6.440318922001097
394,889.75775,203.64626,38.376827,0.7,6.440740496998842
395,711.20966,185.84459,42.091534,0.7,6.436624703999769
396,686.7807,192.7343,38.60287,0.7,6.437973394000437
397,728.3957,210.14233,35.482273,0.7,6.440986372001134
398,768.36707,173.08646,39.191486,0.7,6.433153472999038
399,623.57184,162.9384,41.848297,0.7,6.437931848000517
400,893.73047,202.3652,35.766693,0.7,6.4404783329991915
401,726.9375,210.36858,34.51464,0.7,6.43450310299886
402,730.83795,207.8062,36.82513,0.7,6.434193117000177
403,730.8637,188.41257,38.395214,0.7,6.434697852999307
404,798.09186,288.67416,35.727444,0.7,6.4480257539999
405,902.8455,253.52937,36.3426,0.7,6.446154635001221
406,728.2284,193.242,40.454403,0.7,6.454286451000371
407,742.88055,229.37915,36.949253,0.7,6.448988954000015
408,717.1883,208.21313,40.952724,0.7,6.434565117999227
409,835.7718,229.97229,43.79839,0.7,6.454440284000157
410,838.1115,210.55742,43.456196,0.7,6.435347352000463
411,832.5634,156.90262,37.793446,0.7,6.441622034999455
412,836.0957,210.25679,42.911526,0.7,6.46473425899967
413,837.02637,237.30655,48.095615,0.7,6.426996948001033
414,834.3883,214.57852,37.25571,0.7,6.4626884539993625
415,834.60803,227.8142,43.719013,0.7,6.444645245999709
416,837.4674,175.8791,41.614594,0.7,6.444813501999306
417,838.2643,289.88788,39.713802,0.7,6.459619892000774
418,837.12286,203.97118,42.428577,0.7,6.454159265000271
419,844.0475,215.74576,39.945644,0.7,6.436005466001006
420,850.79926,170.95325,40.001934,0.7,6.439802003000295
421,854.51263,227.93883,45.69136,0.7,6.445884042999751
422,854.94354,211.2333,41.99933,0.7,6.457280123000601
423,841.6421,210.29715,45.756756,0.7,6.448395974999585
424,854.28656,212.32439,43.147854,0.7,6.465054242000406
425,848.0839,233.18944,45.52685,0.7,6.446676456000205
426,855.8707,212.48909,50.231514,0.7,6.459641878000184
427,856.15314,221.2338,39.425114,0.7,6.434139819999473
428,849.9134,169.60725,47.60987,0.7,6.442467717999534
429,852.0288,176.12839,48.36803,0.7,6.452084761000151
430,853.0107,214.95142,45.078266,0.7,6.44030911200025
431,851.77325,174.5045,43.750473,0.7,6.449581816001228
432,852.0629,163.94609,42.81735,0.7,6.447418064000885
433,847.3293,248.54195,42.256924,0.7,6.448354153000764
434,847.591,182.0953,47.083523,0.7,6.4538695680003
435,857.1486,251.35478,47.17775,0.7,6.437185958000555
436,845.2165,240.21715,43.334347,0.7,6.4466144220004935
437,850.09344,181.06535,34.393288,0.7,6.473428268000134
438,847.7225,214.86589,40.935333,0.7,6.4457083769993915
439,846.69257,160.95876,40.0514,0.7,6.466454502999113
440,855.62384,207.76631,46.99726,0.7,6.4316088150008
441,852.1417,197.03638,44.808094,0.7,6.461591578001389
442,848.4809,202.0325,45.266064,0.7,6.437243177999335
443,849.38885,168.94615,45.31773,0.7,6.430554877999384
444,847.5776,207.25237,43.352993,0.7,6.471800213999813
445,852.3638,171.44353,44.178223,0.7,6.444375232000311
446,847.1004,161.21951,42.192654,0.7,6.442261922000398
447,847.00604,189.83818,44.487103,0.7,6.443498172000545
448,852.5087,203.55028,43.87381,0.7,6.438189537000653
449,851.95233,212.36172,42.881294,0.7,6.477298222000172
450,858.82385,193.94087,45.290356,0.7,6.468415396000637
451,842.1129,187.7777,45.724636,0.7,6.445749138001702
452,846.3854,184.10675,42.648266,0.7,6.450465452999197
453,854.5543,533.3257,38.971985,0.7,6.460216794999724
454,848.5627,196.46028,45.150543,0.7,6.451477081998746
455,854.44446,175.79395,43.765064,0.7,6.453567907999968
456,851.3051,243.1689,53.704407,0.7,6.456182294999962
457,856.1763,242.46191,45.89117,0.7,6.4453512910004065
458,852.76526,242.09122,40.70181,0.7,6.439728921999631
459,848.5377,249.42322,40.900837,0.7,6.4651462259989785
460,851.31,150.3676,43.827152,0.7,6.447530007999376
461,852.8432,214.50117,40.85578,0.7,6.45156620600028
462,849.38947,150.91199,45.398823,0.7,6.462527150999449
463,852.9018,151.17404,40.10275,0.7,6.455666775000282
464,841.9209,172.07332,50.04252,0.7,6.443642980999357
