iteration,best_fitness,best_cumulative_reward,cumulative_reward_of_best,beta,evaluation_time
81,2657.3308,970.90784,51.982525,0.6,1.9638312690000248
82,2641.9692,977.66113,51.82383,0.6,2.030437219000021
83,2647.7578,986.82635,52.947517,0.6,2.0734086960000013
84,2656.141,290.91382,52.04205,0.6,2.107748832000027
85,2678.7825,1009.5955,52.339138,0.6,2.303338210999982
86,2695.5845,427.4943,51.35022,0.6,1.973466524999992
87,2636.1804,995.1214,52.31544,0.6,2.0677445560000365
88,2674.9998,1011.8416,52.571827,0.6,2.037355059000049
89,2648.1848,1013.42035,52.67948,0.6,2.0689716499999804
90,2656.8909,889.22675,51.718903,0.6,1.9809230299999854
91,2650.239,1007.3051,52.412792,0.6,2.1052844829999913
92,2653.7332,964.3428,52.639477,0.6,2.2298189670000284
93,2645.3113,998.8022,51.88799,0.6,1.950282407999964
94,2665.698,998.785,51.479572,0.6,1.9367871000000036
95,2658.6177,1011.6172,51.770245,0.6,1.9792442989999586
96,2656.8125,1010.10785,52.382427,0.6,1.927903248000007
97,2655.6633,998.71625,52.412914,0.6,2.2633745460000227
98,2669.0845,721.1181,51.202503,0.6,2.1133152969999855
99,2637.266,484.69995,50.049923,0.6,1.9250828989999604
100,2650.655,715.16,52.082447,0.6,1.9924438959999975
101,2651.1465,249.92076,51.094074,0.6,1.985586026999954
102,2651.0212,441.06436,51.026863,0.6,2.0987722950000034
103,2638.635,1005.25214,51.907936,0.6,1.9592505649999907
104,2638.193,994.5709,51.184605,0.6,2.08350640499998
105,2635.7146,1017.10254,50.394527,0.6,1.9430648190000284
106,2669.2576,988.95557,53.340565,0.6,1.9456738549999955
107,2664.9216,965.0031,52.134808,0.6,2.166076922000002
108,2654.4888,996.4736,52.394543,0.6,1.9605241219999243
109,2629.302,985.12256,51.182858,0.6,1.904754181000044
110,2664.2773,703.27875,51.106697,0.6,1.8994753580000179
111,2657.3699,711.9144,52.561565,0.6,2.033373695000023
112,2634.8882,699.115,52.349525,0.6,1.90620800399995
113,2697.9707,726.102,51.0648,0.6,1.9194802709999976
114,2646.0432,970.6613,51.70934,0.6,1.898831008000002
115,2641.7036,915.27216,51.409218,0.6,1.9189968870000484
116,2662.6357,452.98312,51.419167,0.6,1.9263466070000277
117,2643.8562,248.47481,52.976612,0.6,2.014604488000032
118,2660.6538,692.64197,52.306202,0.6,2.1600350879999723
119,2646.6238,971.9098,52.764435,0.6,1.965818583999976
120,2667.7527,979.9964,51.224396,0.6,1.9892747389999386
121,2648.827,986.2244,52.431232,0.6,1.9359907980000344
122,2673.7195,973.46185,51.46946,0.6,2.023011088999965
123,2674.5747,1024.3555,50.184166,0.6,1.9258888210000578
124,2664.574,982.60315,50.942467,0.6,2.0320619579999857
125,2651.41,986.541,51.74435,0.6,1.9361463330000106
126,2634.535,205.92781,51.15931,0.6,1.9667975339999657
127,2639.1824,906.5791,51.1314,0.6,1.969402002000038
128,2663.4973,223.39742,51.998158,0.6,1.979064397000002
129,2657.3555,984.0127,51.400867,0.6,2.038690031999977
130,2674.571,999.2541,52.395557,0.6,1.9133470000000443
131,2663.7773,970.00226,52.519848,0.6,1.9341063130000293
132,2641.5232,986.82355,52.262074,0.6,2.0677314470000283
133,2681.1836,996.5737,51.948364,0.6,2.1755370899999207
134,2629.8142,701.3814,51.601826,0.6,2.08461055500004
135,2654.1794,994.8442,52.824043,0.6,2.02127024899994
136,2637.119,987.43097,51.775692,0.6,1.9765718300000117
137,2661.41,964.22473,51.961903,0.6,2.044093664000002
138,2659.3494,999.10394,52.320057,0.6,2.1748897440000974
139,2661.7122,1009.959,50.913837,0.6,2.2431137159999253
140,2652.8406,1003.01855,52.012184,0.6,2.5055920779999497
141,2639.6992,905.54047,52.125973,0.6,2.0651251499999717
142,2658.2769,906.42865,51.46344,0.6,2.2385126709999668
143,2638.2556,413.83643,52.44811,0.6,2.136807109000074
144,2656.3118,266.33176,51.624653,0.6,1.9815749720000895
145,2653.4792,683.2028,52.727028,0.6,1.9839587989999927
146,2655.9575,222.61494,51.588196,0.6,2.046244768000065
147,2652.8984,983.41455,51.466785,0.6,2.1395979799999623
148,2637.7427,983.6743,52.65269,0.6,1.9887657890000128
149,2694.3882,724.2064,52.592876,0.6,2.035208366000006
150,2652.9246,894.13293,51.552425,0.6,2.0644668800000545
151,2646.3364,993.584,51.481068,0.6,1.9056395050000674
152,2647.1833,983.7631,51.508434,0.6,1.9295587849999265
153,2664.562,994.2083,51.09834,0.6,1.8949354840000296
154,2675.2253,1004.6603,52.99546,0.6,2.079234493999934
155,2644.9077,986.7472,52.820045,0.6,1.9042173789999879
156,2655.2493,680.43353,52.268887,0.6,1.9197819729999992
157,2684.048,982.1968,51.536236,0.6,1.9087994120000076
158,2643.8418,987.6002,51.462696,0.6,2.0911502300000393
159,2658.6292,1005.6375,51.45904,0.6,2.0350331160000223
160,2676.1504,994.41986,51.131695,0.6,2.0527145049999262
161,2664.9036,978.86194,53.620922,0.6,1.9362004050000223
162,2638.571,985.3299,52.317837,0.6,2.2028729129999647
163,2656.3867,922.6857,52.036507,0.6,2.0284563840000374
164,2653.0159,277.9331,53.56365,0.6,1.9863478739999891
165,2640.7302,967.3201,52.349987,0.6,1.9802219140000261
166,2662.6997,983.21173,51.51792,0.6,2.014953021999986
167,2700.7354,1006.8862,52.391457,0.6,1.965742156000033
168,2643.388,983.4547,51.766174,0.6,1.9810409839999465
169,2700.654,1006.6865,155.02171,0.6,2.264806447999945
170,2629.002,423.57812,51.442104,0.6,1.9494919039999559
171,2704.299,404.90436,218.23233,0.6,2.024415997999995
172,2686.1238,995.20605,183.65326,0.6,2.140718657000093
173,2716.326,993.6867,148.81572,0.6,2.031226757000013
174,2681.1794,1012.74396,219.3983,0.6,2.2946040499999754
175,2639.6587,1015.75775,51.671852,0.6,2.2601038390000667
176,2649.1892,1012.9386,51.492565,0.6,2.202189671000042
177,2630.3318,1006.7584,51.93594,0.6,1.9253189199999952
178,2652.245,1010.1525,52.349865,0.6,2.08330907200002
179,2642.154,996.38983,54.41401,0.6,1.9919545309999194
180,2658.595,1019.2721,53.02431,0.6,1.90053604000002
181,2659.8435,1019.71173,52.434303,0.6,2.1463768130000744
182,2646.3079,1019.6362,53.900417,0.6,1.9131980799999155
183,2662.3293,1019.5461,52.338696,0.6,1.8962499169999774
184,2658.9377,982.65985,51.50528,0.6,1.8880652779999991
185,2660.0603,239.54549,52.421265,0.6,1.9562028960000362
186,2688.7227,1004.9801,52.023487,0.6,2.0417084150000164
187,2715.9583,835.166,54.558777,0.6,2.2525666239999964
188,2718.659,1020.31165,53.860043,0.6,2.280754663000039
189,2712.6438,1000.2046,53.23408,0.6,2.025806059000047
190,2714.8877,988.8712,53.8876,0.6,1.9209849420000182
191,2719.3418,1003.3042,53.61024,0.6,2.0072980679999546
192,2711.1062,624.1224,55.322674,0.6,2.01681900899996
193,2713.408,1007.4699,53.305653,0.6,1.9911894059999895
194,2715.0935,918.32227,53.200417,0.6,2.111293135999972
195,2709.7324,364.82126,52.340473,0.6,2.008007320000047
196,2712.457,985.9464,54.201473,0.6,2.042675843999973
197,2717.2278,982.3008,54.54081,0.6,1.9601268719999325
198,2712.1514,981.8932,53.272182,0.6,2.0752031870000565
199,2720.5996,498.10913,55.929394,0.6,1.9847629260000303
200,2714.941,1014.3262,53.825184,0.6,1.9908329999999523
201,2717.025,500.90622,54.302124,0.6,1.9771038620000354
202,2713.118,365.46823,52.725403,0.6,1.9741293480000195
203,2715.861,740.23584,53.993176,0.6,1.97133002999999
204,2721.5176,979.9134,52.76946,0.6,1.969263921999982
205,2714.5337,1000.25336,53.646206,0.6,2.132200823000062
206,2709.6785,713.2055,53.88523,0.6,2.0003412749999825
207,2714.9485,676.16003,53.597195,0.6,1.998935696999979
208,2718.198,288.4922,54.765938,0.6,1.9828395079999837
209,2721.3918,706.0549,54.481445,0.6,1.9475804690000587
210,2723.2332,997.8117,54.163685,0.6,1.980599990000087
211,2721.5227,971.8603,53.032116,0.6,2.0001019279999355
212,2715.7136,975.64026,53.329823,0.6,1.985816954000029
213,2718.2412,969.87225,54.289276,0.6,1.987396596999929
214,2727.6372,979.00684,52.761475,0.6,1.9946555909999688
215,2722.812,975.0578,53.90698,0.6,1.915153260000011
216,2715.2847,969.228,54.111927,0.6,2.255850720000012
217,2727.8367,980.4723,55.096405,0.6,1.9044829590000063
218,2715.5876,698.5724,53.840435,0.6,1.9070908620000182
219,2722.373,346.25964,53.29139,0.6,1.9076309470000297
220,2715.7703,606.91205,52.70304,0.6,2.039993928000058
221,2723.766,692.3323,53.39178,0.6,2.2909151659999907
222,2728.1633,717.7448,53.394917,0.6,2.0443890880000026
223,2718.3218,717.1845,55.0818,0.6,2.0618205409999746
224,2721.5322,870.6979,54.571774,0.6,1.9708789379999416
225,2720.288,338.0322,53.82388,0.6,1.966105999999968
226,2719.0586,923.94965,54.21516,0.6,2.0466155699999717
227,2722.354,1015.72723,54.502514,0.6,2.009470348000036
228,2717.8337,302.38315,55.2235,0.6,2.037720901000057
229,2722.9854,314.09885,55.155994,0.6,1.974118558999976
230,2721.4429,995.258,55.12695,0.6,1.9602102920000561
231,2722.1016,854.7884,53.764534,0.6,1.9620932679999896
232,2720.941,716.50604,53.60685,0.6,2.029107700000168
233,2724.2126,449.75546,53.863506,0.6,2.04028198900005
234,2719.6567,676.45166,53.691833,0.6,2.0024540079998587
235,2726.4941,989.34686,55.51662,0.6,2.066050296999947
236,2723.1511,653.20667,52.840027,0.6,2.1340716009999596
237,2725.0354,417.15802,55.52376,0.6,2.0774856160001036
238,2722.056,969.54443,52.91985,0.6,2.161355290000074
239,2727.8542,249.79155,53.651623,0.6,2.5362599979998777
240,2726.5623,462.29938,54.80132,0.6,1.9343200900000284
241,2730.3896,367.0828,53.452198,0.6,1.9867578910000248
242,2719.2043,637.2934,53.390594,0.6,2.040493546999869
243,2719.1938,594.7062,53.20514,0.6,1.9734565979999843
244,2720.7468,390.58408,53.539692,0.6,2.0689973339999597
245,2721.7236,793.44653,53.854378,0.6,2.014781139999968
246,2738.5542,847.944,53.657803,0.6,2.11826945100006
247,2724.0674,1004.54065,53.016506,0.6,1.9769701600000644
248,2726.3997,1005.93695,52.224068,0.6,2.011082864999935
249,2720.6335,308.78452,53.863697,0.6,2.118300371000032
250,2753.279,388.29678,224.37581,0.6,1.9779492889999801
251,2748.5806,1007.60284,213.70366,0.6,1.981260352999925
252,2766.6287,227.58096,215.98116,0.6,1.9498274799998399
253,2752.9727,488.48312,222.90005,0.6,2.1445273919998726
254,2752.7312,244.29297,218.56812,0.6,1.9972263120000662
255,2752.6577,214.94473,214.94473,0.6,2.0058648690001064
256,2759.9766,1000.0386,214.1356,0.6,2.1633989609999844
257,2759.4448,959.5706,221.85796,0.6,2.0612174390000746
258,2753.214,216.78079,216.78079,0.6,2.042039801999863
259,2760.0059,308.7676,219.6459,0.6,2.0681220760000087
260,2746.8806,213.196,213.196,0.6,2.2329112479999367
261,2753.1465,753.33966,218.89336,0.6,1.9906622419998712
262,2764.0627,213.27525,213.27525,0.6,1.9391169890000128
263,2754.8767,988.21075,219.39554,0.6,1.9160051210001257
264,2760.6191,221.78284,221.78284,0.6,1.9200514730000577
265,2757.5664,635.7601,214.9626,0.6,1.9177466139999524
266,2753.1377,380.66547,218.89566,0.6,1.8977556439999717
267,2755.153,325.4358,216.21089,0.6,2.0137350949999018
268,2757.9866,669.68695,217.18623,0.6,1.9869618709999486
269,2752.7812,344.9511,214.4062,0.6,1.9978097309999612
270,2761.9832,269.1722,215.28279,0.6,1.9821992479999153
271,2782.932,991.33704,53.56837,0.6,2.029949950999935
272,2778.4597,700.8907,52.83075,0.6,1.939970841999866
273,2780.8376,549.6955,53.858295,0.6,2.176900101000001
274,2822.4382,216.20152,214.36385,0.6,2.4305312189999313
275,2820.3518,277.04382,212.42032,0.6,2.208597241999996
276,2821.0857,262.9761,211.63911,0.6,2.318423088999907
277,2818.6003,304.9841,211.96086,0.6,2.1760772999998608
278,2821.9507,232.53824,213.09834,0.6,2.1838733980000598
279,2824.3484,566.78265,214.0172,0.6,2.1905574970001
280,2819.237,254.49161,212.48868,0.6,2.1405802549998043
281,2825.3484,232.18721,211.99796,0.6,2.2039440050000394
282,2820.7244,989.44806,214.56445,0.6,1.9792049529999076
283,2824.5696,291.06924,213.04947,0.6,1.9191689340000266
284,2823.1382,655.3461,211.17924,0.6,1.928899248000107
285,2823.4343,974.86975,212.70622,0.6,2.158728400999962
286,2818.6328,985.0639,212.07994,0.6,1.9326066139999512
287,2823.8735,229.23763,212.1007,0.6,1.9385556649999671
288,2823.2634,226.84752,211.93211,0.6,1.9162229389999084
289,2820.5784,327.51318,211.57866,0.6,1.9195571309999195
290,2826.5989,251.9503,212.51329,0.6,1.915713420999964
291,2824.916,257.20786,212.11638,0.6,1.9131907280000178
292,2824.9822,261.86484,212.46092,0.6,1.928897164999853
293,2823.021,267.19586,212.2985,0.6,1.9253288950001206
294,2823.0225,271.99258,211.25903,0.6,1.9244686769998225
295,2828.1167,227.6187,211.44102,0.6,1.934729262000019
296,2823.548,230.11441,210.17615,0.6,2.021768374999965
297,2825.4836,231.37364,210.84422,0.6,2.003938565999988
298,2175.8389,886.509,212.26736,0.7,2.0010504289998607
299,2138.4749,229.94754,225.3022,0.7,1.9877837039998667
300,1901.5536,288.8303,72.516205,0.7,2.4414373590000196
301,1845.05,290.03412,211.04382,0.7,1.9999925289998828
302,2047.7559,315.95197,212.67159,0.7,1.935865516000149
303,2179.4226,244.74873,212.58269,0.7,2.0826544700000795
304,2071.027,256.46536,226.0898,0.7,1.930316146999985
305,2044.3131,242.87071,212.54468,0.7,1.981940786999985
306,2010.9436,383.32007,211.69063,0.7,1.9908992240000316
307,2040.1937,228.22852,228.22852,0.7,2.000309942000058
308,2366.4558,288.0217,212.74446,0.7,1.97570397100003
309,2153.6301,338.59668,211.09032,0.7,1.972942496999849
310,2285.8552,284.6865,210.53027,0.7,2.0348124189999908
311,2068.3708,248.65425,226.9294,0.7,1.9902356940001482
312,2363.0115,230.55449,211.00633,0.7,1.9894618359999185
313,2047.0016,228.04338,214.15787,0.7,1.9666950150001412
314,2183.1663,460.03497,210.56094,0.7,1.908492618000082
315,2178.4526,1038.921,211.9753,0.7,1.895000287999892
316,2242.1804,912.7886,216.18433,0.7,1.9202169039999717
317,2331.0215,989.8008,211.45203,0.7,1.8765191539998796
318,1839.9274,1004.64984,212.20352,0.7,1.989926050000122
319,2255.4648,1032.0775,72.55776,0.7,1.9965127160000975
320,2357.0571,234.6158,212.38521,0.7,1.8922639330000948
321,2112.6409,256.40112,72.32334,0.7,1.8812196799999583
322,1983.6211,229.70377,210.75818,0.7,1.8849349009999514
323,2352.7056,441.60464,210.65372,0.7,2.105644925999968
324,2195.358,616.9462,212.87744,0.7,2.0080662300001677
325,2103.963,248.31128,212.73279,0.7,2.0049688999999944
326,2410.4177,228.20596,212.65977,0.7,1.9593060590000277
327,2133.699,313.17636,226.26416,0.7,2.2122215409999626
328,2117.0735,237.3339,223.59941,0.7,1.9929393830000208
329,1936.5364,280.5869,212.18652,0.7,1.9598320569998577
330,2007.6914,253.86275,214.21768,0.7,1.9782796069998767
331,2079.2207,226.37907,212.20738,0.7,2.050529220000044
332,2059.6707,607.40204,223.43962,0.7,1.9613404149999951
333,2082.605,258.81625,210.2707,0.7,1.9899238810000952
334,2037.1669,228.88896,228.14273,0.7,2.3211531100000684
335,1996.0793,303.32013,212.5775,0.7,1.995922567999969
336,2358.2139,296.49722,212.12024,0.7,2.0165256880000015
337,2303.2695,271.63718,212.99297,0.7,1.9887897989999601
338,2329.879,239.00835,211.93443,0.7,1.921445482000081
339,2074.4421,279.96317,211.46622,0.7,1.9704689810000673
340,2316.509,847.9254,212.50972,0.7,1.9650970610000513
341,2526.466,497.56485,211.87466,0.7,1.9849218910001127
342,2032.236,286.62836,211.11101,0.7,1.9647348979999606
343,2102.1055,280.81616,212.62508,0.7,2.0643879039998865
344,2181.5051,269.64874,211.64078,0.7,1.9588228170000548
345,2684.7263,258.6132,226.05766,0.7,1.916196963999937
346,2560.1091,240.52237,235.95166,0.7,1.9285464259999117
347,2407.8843,471.38458,240.09793,0.7,2.1692256359999647
348,2659.9177,999.5641,195.15898,0.7,1.978708321999875
349,2674.8877,928.54144,222.22305,0.7,1.9286435440001242
350,2632.649,924.88007,237.14354,0.7,1.9350537249999888
351,2766.297,860.2724,197.20772,0.7,1.9267746860000443
352,2606.6274,965.35516,200.94952,0.7,1.934446165000054
353,2528.2227,965.2646,249.56485,0.7,2.0183893339999486
354,2689.6965,227.03667,194.42279,0.7,2.0025718420001795
355,2596.5437,276.06573,206.15335,0.7,1.9988915339999949
356,2891.8801,255.28616,133.07204,0.7,1.9961655300000984
357,2965.8298,302.1968,233.18372,0.7,1.9379642910000712
358,2724.0547,293.57352,139.48154,0.7,2.231876899999861
359,2828.2498,669.3637,143.66626,0.7,1.9685289209999155
360,2958.075,240.67798,140.16331,0.7,2.0262273759999516
361,2760.2544,242.66653,188.51753,0.7,2.011923354999908
362,3010.9421,262.62802,142.39659,0.7,1.9891639489999307
363,3008.584,273.63385,150.59683,0.7,1.9986511050001354
364,2982.2156,250.95958,140.28313,0.7,1.9314775489999647
365,3021.257,264.15378,153.48212,0.7,1.9630975499999295
366,3052.527,279.03134,144.0503,0.7,1.96636720399988
367,3032.5806,248.12183,148.09892,0.7,1.923666257999912
368,3041.0784,292.22763,143.04356,0.7,2.032844323999825
369,3040.886,298.5221,155.5096,0.7,2.229848003000143
370,2997.3235,240.08398,142.06812,0.7,1.9570583469999292
371,2991.1538,280.45538,129.06396,0.7,1.9164841229999183
372,3043.6655,231.62788,150.8029,0.7,1.914664797999876
373,3020.475,278.44427,147.20949,0.7,1.9246138729999984
374,3013.937,232.8665,160.9345,0.7,2.2179675590000443
375,3030.9475,220.55174,144.2085,0.7,2.024505212000122
376,3031.8523,207.0087,167.76665,0.7,2.120877156000006
377,3037.295,246.48628,144.85794,0.7,1.9929204689999551
378,2994.1575,281.7505,140.21487,0.7,2.006908204999945
379,3058.0793,263.46313,134.97295,0.7,1.99548219899998
380,3044.0627,259.10904,136.27419,0.7,1.9154282550000516
381,3015.2388,418.71393,136.80542,0.7,1.9255953019999197
382,3044.6685,338.23788,141.49153,0.7,1.9161145190000752
383,3036.5254,268.79587,146.84102,0.7,1.9178211460000512
384,3046.834,332.15805,133.72974,0.7,2.082265313000107
385,3000.5312,237.8748,129.333,0.7,2.1525597679999464
386,3023.3477,233.90535,146.6339,0.7,2.048633721999977
387,3027.61,237.93384,142.1575,0.7,2.216813722000097
388,3040.9363,244.27603,131.70372,0.7,1.9889795619999404
389,3035.611,334.9122,147.26286,0.7,2.022742712000081
390,3057.218,306.46817,141.38713,0.7,2.1253783679999287
391,3039.134,239.13463,143.54443,0.7,2.0209057160000157
392,3041.97,202.84131,166.25575,0.7,1.9553858780000155
393,3020.667,280.0253,169.90099,0.7,2.0584326600001077
394,3054.7715,251.10391,139.10867,0.7,2.0527331339999364
395,3017.8047,242.26147,152.32393,0.7,1.9692672099999982
396,3005.494,225.23087,136.04881,0.7,2.1447371750000457
397,3037.6968,268.35782,146.51616,0.7,2.0986979790000078
398,2973.8208,257.91586,157.76355,0.7,2.2392328050000287
399,2974.6543,338.11703,140.89462,0.7,2.015451636999842
400,3008.5112,350.25708,127.44942,0.7,2.0022899200000666
401,3043.7231,560.6792,157.51357,0.7,2.032552745999965
402,3010.588,246.47842,148.29633,0.7,2.0016269499999453
403,2993.1733,244.3037,142.39197,0.7,1.9085057849999885
404,3021.813,264.6168,139.30913,0.7,2.3817779099999825
405,3058.3884,270.04324,142.03522,0.7,2.2291082259998802
406,3046.316,435.95752,141.593,0.7,1.9902633789999982
407,2957.5183,306.10776,135.52603,0.7,1.9811214549999931
408,2986.6904,294.20972,153.11479,0.7,2.0950115160001133
409,2948.8086,242.981,132.46751,0.7,2.1699873160000607
410,2961.3826,724.4181,140.47,0.7,1.9566939259998435
411,2992.0842,235.03911,143.73128,0.7,1.9617610709999553
412,2969.883,258.14026,132.30638,0.7,2.164639809999926
413,2955.909,358.4096,138.19507,0.7,2.0139543700001923
414,2967.8074,241.02051,144.19864,0.7,2.0092513150000286
415,2966.9805,337.96094,137.58643,0.7,2.028457240999842
416,2987.7712,242.4254,135.12943,0.7,2.0924613280001267
417,2978.3828,208.90596,160.2285,0.7,1.9878704819998347
418,2987.9773,275.55905,133.61632,0.7,2.072259843999973
419,2959.5679,247.32161,135.86438,0.7,1.9732471979998536
420,2988.0762,311.93173,140.159,0.7,2.0176640849999785
421,2950.181,286.45944,145.56763,0.7,2.0744770119999885
422,2973.0098,293.59778,142.82806,0.7,2.0989649319999444
423,2984.643,243.0374,161.4167,0.7,2.284463323999944
424,2996.781,248.16264,159.76224,0.7,2.0547024840000176
425,3022.9077,262.04874,127.78308,0.7,1.9323666079999384
426,2960.5317,237.47993,154.62305,0.7,1.921964958999979
427,2984.11,351.60214,156.05446,0.7,1.9312188210001295
428,3008.4875,376.12448,131.37007,0.7,2.030362981000053
429,2977.5913,241.78502,148.15746,0.7,2.0027949620000527
430,2970.8372,414.46115,159.51237,0.7,2.304986577999898
431,2983.7273,264.90347,144.35417,0.7,1.9831301940000685
432,2993.4617,257.50647,151.70482,0.7,1.934474985000179
433,2982.6724,257.643,145.91484,0.7,1.916579031999845
434,2977.6255,260.61227,136.69878,0.7,1.9559415850001187
435,2982.398,263.8956,144.92104,0.7,1.9285132150000663
436,2983.3647,246.88794,152.6583,0.7,1.9669950759998756
437,3034.6787,212.20071,154.7481,0.7,2.22204783899997
438,2982.4001,263.93936,156.02055,0.7,2.040966307999952
439,2965.9583,295.02304,151.06392,0.7,2.0762686389998635
440,3018.524,244.3146,129.74948,0.7,2.04487767899991
441,2974.684,256.9952,140.58214,0.7,2.2218646510000326
442,3011.4768,225.9517,147.68396,0.7,2.057137394000165
443,2968.022,235.70891,137.34071,0.7,2.0670522749999236
444,2998.1528,222.6044,149.19603,0.7,2.0144106129998818
445,2960.6497,249.55972,136.92758,0.7,1.8998525110000628
446,2973.9543,272.68954,141.64426,0.7,1.9204121820000637
447,3013.9265,269.84317,145.14404,0.7,2.195087838000063
448,2977.668,222.13261,196.74844,0.7,2.259653604999812
449,2963.9324,250.28398,150.33325,0.7,1.9936492239999097
450,2971.9277,262.91367,154.21466,0.7,1.971044701999972
451,2984.2908,249.50357,146.55058,0.7,1.9002578059998996
452,2959.0774,235.65067,145.21529,0.7,1.8744134099999883
453,2968.6953,259.91724,153.96092,0.7,1.913204480999866
454,2971.518,305.4129,156.08359,0.7,1.916654433000076
455,2971.1394,657.6663,139.93443,0.7,1.9218214239999725
456,2974.2954,278.35043,179.50821,0.7,1.9963430279999557
